Verbo(nselect:0) 	 	 {record, register}(nselect:1)
{interact}(nselect:0) 	 	 {invite, pay for}(nselect:0)
{interact}(nselect:0) 	 	 {get in touch, touch base, connect}(nselect:0)
{interact}(nselect:0) 	 	 {relate}(nselect:0)
{relate}(nselect:0) 	 	 {harmonize, harmonise}(nselect:0)
{relate}(nselect:0) 	 	 {oblige, bind, hold, obligate}(nselect:0)
{relate}(nselect:0) 	 	 {connect}(nselect:0)
{relate}(nselect:0) 	 	 {disrespect}(nselect:0)
{relate}(nselect:0) 	 	 {mesh}(nselect:0)
{relate}(nselect:0) 	 	 {get along with, get on with, get on, get along}(nselect:0)
{relate}(nselect:0) 	 	 {bind, tie, attach, bond}(nselect:0)
{relate}(nselect:0) 	 	 {take back}(nselect:1)
{interact}(nselect:0) 	 	 {treat, handle, do by}(nselect:0)
{treat, handle, do by}(nselect:0) 	 	 {wrong}(nselect:0)
{wrong}(nselect:0) 	 	 {aggrieve}(nselect:0)
{wrong}(nselect:0) 	 	 {sandbag}(nselect:0)
{wrong}(nselect:0) 	 	 {victimize, victimise}(nselect:1)
{victimize, victimise}(nselect:1) 	 	 {cheat, rip off, chisel}(nselect:0)
{victimize, victimise}(nselect:1) 	 	 {deceive, lead on, delude, cozen}(nselect:0)
{interact}(nselect:0) 	 	 {fall all over}(nselect:0)
{interact}(nselect:0) 	 	 {intervene, step in, interfere, interpose}(nselect:0)
{interact}(nselect:0) 	 	 {consort, associate, affiliate, assort}(nselect:0)
{interact}(nselect:0) 	 	 {philander, womanize, womanise}(nselect:0)
{interact}(nselect:0) 	 	 {meet, gather, assemble, forgather, foregather}(nselect:1)
{meet, gather, assemble, forgather, foregather}(nselect:1) 	 	 {group, aggroup}(nselect:0)
{meet, gather, assemble, forgather, foregather}(nselect:1) 	 	 {meet}(nselect:0)
{meet, gather, assemble, forgather, foregather}(nselect:1) 	 	 {congregate}(nselect:0)
{meet, gather, assemble, forgather, foregather}(nselect:1) 	 	 {hive}(nselect:0)
{meet, gather, assemble, forgather, foregather}(nselect:1) 	 	 {fort, fort up}(nselect:0)
{meet, gather, assemble, forgather, foregather}(nselect:1) 	 	 {convene}(nselect:0)
{meet, gather, assemble, forgather, foregather}(nselect:1) 	 	 {cluster, constellate, flock, clump}(nselect:0)
{meet, gather, assemble, forgather, foregather}(nselect:1) 	 	 {crowd, crowd together}(nselect:0)
{meet, gather, assemble, forgather, foregather}(nselect:1) 	 	 {converge}(nselect:0)
{meet, gather, assemble, forgather, foregather}(nselect:1) 	 	 {turn out}(nselect:0)
{meet, gather, assemble, forgather, foregather}(nselect:1) 	 	 {caucus}(nselect:0)
{meet, gather, assemble, forgather, foregather}(nselect:1) 	 	 {club}(nselect:0)
{act, move}(nselect:0) 	 	 {react, respond}(nselect:0)
{react, respond}(nselect:0) 	 	 {accept, consent, go for}(nselect:0)
{accept, consent, go for}(nselect:0) 	 	 {permit, allow, let, countenance}(nselect:0)
{permit, allow, let, countenance}(nselect:0) 	 	 {digest, endure, stick out, stomach, bear, stand, tolerate, support, brook, abide, suffer, put up}(nselect:0)
{permit, allow, let, countenance}(nselect:0) 	 	 {furlough}(nselect:0)
{permit, allow, let, countenance}(nselect:0) 	 	 {give}(nselect:0)
{permit, allow, let, countenance}(nselect:0) 	 	 {allow, permit, tolerate}(nselect:0)
{permit, allow, let, countenance}(nselect:0) 	 	 {admit, let in, include}(nselect:1)
{admit, let in, include}(nselect:1) 	 	 {initiate, induct}(nselect:0)
{admit, let in, include}(nselect:1) 	 	 {readmit}(nselect:0)
{admit, let in, include}(nselect:1) 	 	 {involve}(nselect:0)
{permit, allow, let, countenance}(nselect:0) 	 	 {privilege, favor, favour}(nselect:0)
{permit, allow, let, countenance}(nselect:0) 	 	 {legalize, legalise, decriminalize, decriminalise, legitimize, legitimise, legitimate, legitimatize, legitimatise}(nselect:0)
{permit, allow, let, countenance}(nselect:0) 	 	 {trust}(nselect:0)
{permit, allow, let, countenance}(nselect:0) 	 	 {admit, allow in, let in, intromit}(nselect:0)
{permit, allow, let, countenance}(nselect:0) 	 	 {authorize, authorise, pass, clear}(nselect:3)
{authorize, authorise, pass, clear}(nselect:3) 	 	 {approbate}(nselect:0)
{authorize, authorise, pass, clear}(nselect:3) 	 	 {certificate}(nselect:0)
{authorize, authorise, pass, clear}(nselect:3) 	 	 {approve, O.K., okay, sanction}(nselect:1)
{approve, O.K., okay, sanction}(nselect:1) 	 	 {sanction}(nselect:0)
{approve, O.K., okay, sanction}(nselect:1) 	 	 {visa}(nselect:0)
{approve, O.K., okay, sanction}(nselect:1) 	 	 {back, endorse, indorse, plump for, plunk for, support}(nselect:0)
{approve, O.K., okay, sanction}(nselect:1) 	 	 {confirm}(nselect:0)
{authorize, authorise, pass, clear}(nselect:3) 	 	 {declare}(nselect:0)
{authorize, authorise, pass, clear}(nselect:3) 	 	 {license, licence, certify}(nselect:0)
{authorize, authorise, pass, clear}(nselect:3) 	 	 {commission}(nselect:0)
{authorize, authorise, pass, clear}(nselect:3) 	 	 {validate, formalize, formalise}(nselect:0)
{act, move}(nselect:0) 	 	 {alternate, take turns}(nselect:0)
{act, move}(nselect:0) 	 	 {finish up, land up, fetch up, end up, wind up, finish}(nselect:1)
{act, move}(nselect:0) 	 	 {rush, hasten, hurry, look sharp, festinate}(nselect:0)
{act, move}(nselect:0) 	 	 {interrupt, disturb}(nselect:0)
{act, move}(nselect:0) 	 	 {go ahead, plow ahead}(nselect:0)
{act, move}(nselect:0) 	 	 {attack, aggress}(nselect:0)
{act, move}(nselect:0) 	 	 {force}(nselect:0)
{act, move}(nselect:0) 	 	 {create}(nselect:0)
{act, move}(nselect:0) 	 	 {come to the fore, step forward, come forward, step up, step to the fore, come out}(nselect:0)
{act, move}(nselect:0) 	 	 {reward, repay, pay back}(nselect:0)
{act, move}(nselect:0) 	 	 {satisfice, satisfise}(nselect:0)
{act, move}(nselect:0) 	 	 {maneuver, manoeuver, manoeuvre}(nselect:0)
{act, move}(nselect:0) 	 	 {dispatch}(nselect:0)
{act, move}(nselect:0) 	 	 {evade}(nselect:1)
{act, move}(nselect:0) 	 	 {race}(nselect:0)
{act, move}(nselect:0) 	 	 {use}(nselect:0)
{act, move}(nselect:0) 	 	 {play it by ear}(nselect:0)
{act, move}(nselect:0) 	 	 {play}(nselect:0)
{act, move}(nselect:0) 	 	 {deal}(nselect:1)
{act, move}(nselect:0) 	 	 {partner}(nselect:0)
{act, move}(nselect:0) 	 	 {exert}(nselect:0)
{act, move}(nselect:0) 	 	 {egotrip}(nselect:0)
{act, move}(nselect:0) 	 	 {reciprocate}(nselect:0)
{act, move}(nselect:0) 	 	 {go, proceed, move}(nselect:0)
{act, move}(nselect:0) 	 	 {come close}(nselect:0)
{act, move}(nselect:0) 	 	 {perform}(nselect:0)
{act, move}(nselect:0) 	 	 {make bold, dare, presume}(nselect:0)
{act, move}(nselect:0) 	 	 {prosecute, engage, pursue}(nselect:0)
{prosecute, engage, pursue}(nselect:0) 	 	 {close}(nselect:0)
{prosecute, engage, pursue}(nselect:0) 	 	 {politick}(nselect:0)
{prosecute, engage, pursue}(nselect:0) 	 	 {commit, practice}(nselect:1)
{act, move}(nselect:0) 	 	 {act on}(nselect:0)
{act, move}(nselect:0) 	 	 {react, oppose}(nselect:0)
{act, move}(nselect:0) 	 	 {take time by the forelock}(nselect:0)
{act, move}(nselect:0) 	 	 {coact}(nselect:0)
{act, move}(nselect:0) 	 	 {volunteer, offer}(nselect:0)
{act, move}(nselect:0) 	 	 {get around to}(nselect:0)
{act, move}(nselect:0) 	 	 {dally, toy, play, flirt}(nselect:0)
{act, move}(nselect:0) 	 	 {set about, go about, approach}(nselect:3)
{set about, go about, approach}(nselect:3) 	 	 {confront, face up, face}(nselect:2)
{confront, face up, face}(nselect:2) 	 	 {undertake, tackle, take on}(nselect:0)
{act, move}(nselect:0) 	 	 {participate, take part}(nselect:0)
{act, move}(nselect:0) 	 	 {misbehave, misconduct, misdemean}(nselect:0)
{act, move}(nselect:0) 	 	 {condescend, stoop, lower oneself}(nselect:0)
{act, move}(nselect:0) 	 	 {behave, acquit, bear, deport, conduct, comport, carry}(nselect:0)
{act, move}(nselect:0) 	 	 {behave, comport}(nselect:0)
{act, move}(nselect:0) 	 	 {try, seek, attempt, essay, assay}(nselect:4)
{try, seek, attempt, essay, assay}(nselect:4) 	 	 {take a dare, pick up the gauntlet}(nselect:0)
{try, seek, attempt, essay, assay}(nselect:4) 	 	 {fight, struggle}(nselect:1)
{fight, struggle}(nselect:1) 	 	 {tug, labor, labour, push, drive}(nselect:0)
{fight, struggle}(nselect:1) 	 	 {flounder}(nselect:0)
{try, seek, attempt, essay, assay}(nselect:4) 	 	 {have a go, give it a try}(nselect:0)
{try, seek, attempt, essay, assay}(nselect:4) 	 	 {grope}(nselect:0)
{try, seek, attempt, essay, assay}(nselect:4) 	 	 {endeavor, endeavour, strive}(nselect:0)
{try, seek, attempt, essay, assay}(nselect:4) 	 	 {give it a whirl, give it a try}(nselect:0)
{try, seek, attempt, essay, assay}(nselect:4) 	 	 {risk, put on the line, lay on the line}(nselect:0)
{try, seek, attempt, essay, assay}(nselect:4) 	 	 {gamble, chance, risk, hazard, take chances, adventure, run a risk, take a chance}(nselect:1)
{gamble, chance, risk, hazard, take chances, adventure, run a risk, take a chance}(nselect:1) 	 	 {go for broke}(nselect:0)
{gamble, chance, risk, hazard, take chances, adventure, run a risk, take a chance}(nselect:1) 	 	 {luck it, luck through}(nselect:0)
{act, move}(nselect:0) 	 	 {woo, court, romance, solicit}(nselect:0)
{act, move}(nselect:0) 	 	 {court}(nselect:0)
{act, move}(nselect:0) 	 	 {dare}(nselect:0)
{act, move}(nselect:0) 	 	 {effect}(nselect:0)
{act, move}(nselect:0) 	 	 {antagonize, antagonise, counteract}(nselect:0)
{act, move}(nselect:0) 	 	 {anticipate, foresee, forestall, counter}(nselect:0)
{act, move}(nselect:0) 	 	 {prosecute}(nselect:0)
{act, move}(nselect:0) 	 	 {perpetrate, commit, pull}(nselect:1)
{perpetrate, commit, pull}(nselect:1) 	 	 {make}(nselect:0)
{perpetrate, commit, pull}(nselect:1) 	 	 {recommit}(nselect:0)
{act, move}(nselect:0) 	 	 {rampage}(nselect:0)
{act, move}(nselect:0) 	 	 {cope, get by, make out, make do, contend, grapple, deal, manage}(nselect:1)
{cope, get by, make out, make do, contend, grapple, deal, manage}(nselect:1) 	 	 {improvise, extemporize}(nselect:0)
{cope, get by, make out, make do, contend, grapple, deal, manage}(nselect:1) 	 	 {fend}(nselect:0)
{cope, get by, make out, make do, contend, grapple, deal, manage}(nselect:1) 	 	 {hack, cut}(nselect:0)
{cope, get by, make out, make do, contend, grapple, deal, manage}(nselect:1) 	 	 {scrape along, scrape by, scratch along, squeak by, squeeze by, rub along}(nselect:0)
{cope, get by, make out, make do, contend, grapple, deal, manage}(nselect:1) 	 	 {meet, match, cope with}(nselect:1)
{act, move}(nselect:0) 	 	 {condescend, deign, descend}(nselect:0)
{act, move}(nselect:0) 	 	 {condescend}(nselect:0)
{act, move}(nselect:0) 	 	 {take care}(nselect:0)
{act, move}(nselect:0) 	 	 {lord it over, queen it over, put on airs, act superior}(nselect:0)
{act, move}(nselect:0) 	 	 {stampede}(nselect:0)
{act, move}(nselect:0) 	 	 {make a point, make sure}(nselect:0)
{act, move}(nselect:0) 	 	 {repeat, take over}(nselect:0)
{act, move}(nselect:0) 	 	 {surprise}(nselect:0)
{act, move}(nselect:0) 	 	 {sneak}(nselect:0)
{act, move}(nselect:0) 	 	 {play}(nselect:0)
{act, move}(nselect:0) 	 	 {take}(nselect:3)
{act, move}(nselect:0) 	 	 {guard}(nselect:0)
{act, move}(nselect:0) 	 	 {begin, start}(nselect:0)
{act, move}(nselect:0) 	 	 {go off half-cocked, go off at half-cock}(nselect:0)
{act, move}(nselect:0) 	 	 {wait, hold off, hold back}(nselect:0)
{act, move}(nselect:0) 	 	 {do well, had best}(nselect:0)
{act, move}(nselect:0) 	 	 {continue}(nselect:0)
{act, move}(nselect:0) 	 	 {continue, persist in}(nselect:0)
{act, move}(nselect:0) 	 	 {continue, go on, proceed, go along, keep}(nselect:10)
{continue, go on, proceed, go along, keep}(nselect:10) 	 	 {hold}(nselect:0)
{continue, go on, proceed, go along, keep}(nselect:10) 	 	 {run on, keep going}(nselect:0)
{continue, go on, proceed, go along, keep}(nselect:10) 	 	 {ride}(nselect:0)
Verbo(nselect:0) 	 	 {take}(nselect:1)
{take}(nselect:1) 	 	 {adopt, take in}(nselect:0)
{take}(nselect:1) 	 	 {take away}(nselect:0)
{take}(nselect:1) 	 	 {take back, repossess}(nselect:0)
{take}(nselect:1) 	 	 {collect, take in}(nselect:2)
{collect, take in}(nselect:2) 	 	 {farm}(nselect:0)
{collect, take in}(nselect:2) 	 	 {raise}(nselect:0)
{take}(nselect:1) 	 	 {impound, attach, sequester, confiscate, seize}(nselect:0)
{take}(nselect:1) 	 	 {sequester}(nselect:0)
{take}(nselect:1) 	 	 {pocket}(nselect:0)
{take}(nselect:1) 	 	 {bear, take over, accept, assume}(nselect:0)
{take}(nselect:1) 	 	 {snap up, snaffle, grab}(nselect:0)
{take}(nselect:1) 	 	 {recall, call in, call back, withdraw}(nselect:0)
{take}(nselect:1) 	 	 {deprive, strip, divest}(nselect:0)
{take}(nselect:1) 	 	 {unburden}(nselect:0)
Verbo(nselect:0) 	 	 {unmake, undo}(nselect:0)
{unmake, undo}(nselect:0) 	 	 {destroy, destruct}(nselect:1)
{destroy, destruct}(nselect:1) 	 	 {kill}(nselect:0)
{destroy, destruct}(nselect:1) 	 	 {extinguish, eliminate, get rid of, do away with}(nselect:0)
{extinguish, eliminate, get rid of, do away with}(nselect:0) 	 	 {cancel out, wipe out}(nselect:0)
{extinguish, eliminate, get rid of, do away with}(nselect:0) 	 	 {decouple}(nselect:0)
{extinguish, eliminate, get rid of, do away with}(nselect:0) 	 	 {decouple}(nselect:0)
{extinguish, eliminate, get rid of, do away with}(nselect:0) 	 	 {obliterate}(nselect:0)
{extinguish, eliminate, get rid of, do away with}(nselect:0) 	 	 {knock out}(nselect:0)
{extinguish, eliminate, get rid of, do away with}(nselect:0) 	 	 {drown}(nselect:0)
{extinguish, eliminate, get rid of, do away with}(nselect:0) 	 	 {cut out}(nselect:0)
{extinguish, eliminate, get rid of, do away with}(nselect:0) 	 	 {cut, prune, rationalize, rationalise}(nselect:0)
{extinguish, eliminate, get rid of, do away with}(nselect:0) 	 	 {snuff out, extinguish}(nselect:0)
{extinguish, eliminate, get rid of, do away with}(nselect:0) 	 	 {exclude, except, leave out, leave off, omit, take out}(nselect:1)
{exclude, except, leave out, leave off, omit, take out}(nselect:1) 	 	 {elide}(nselect:0)
{destroy, destruct}(nselect:1) 	 	 {self-destruct, self-destroy}(nselect:0)
{destroy, destruct}(nselect:1) 	 	 {destruct}(nselect:0)
{destroy, destruct}(nselect:1) 	 	 {end}(nselect:0)
{destroy, destruct}(nselect:1) 	 	 {fracture}(nselect:0)
{destroy, destruct}(nselect:1) 	 	 {wipe out, sweep away}(nselect:0)
{destroy, destruct}(nselect:1) 	 	 {interdict}(nselect:0)
{destroy, destruct}(nselect:1) 	 	 {demolish, pulverize, pulverise}(nselect:0)
{destroy, destruct}(nselect:1) 	 	 {disassemble, dismantle, take apart, break up, break apart}(nselect:0)
{destroy, destruct}(nselect:1) 	 	 {level, raze, rase, dismantle, tear down, take down, pull down}(nselect:0)
{destroy, destruct}(nselect:1) 	 	 {uproot, eradicate, extirpate, root out, exterminate}(nselect:1)
{destroy, destruct}(nselect:1) 	 	 {dilapidate}(nselect:0)
{destroy, destruct}(nselect:1) 	 	 {demyelinate}(nselect:0)
Verbo(nselect:0) 	 	 {take, get hold of}(nselect:0)
{take, get hold of}(nselect:0) 	 	 {seize, prehend, clutch}(nselect:0)
{seize, prehend, clutch}(nselect:0) 	 	 {nab}(nselect:0)
{seize, prehend, clutch}(nselect:0) 	 	 {rack}(nselect:0)
{seize, prehend, clutch}(nselect:0) 	 	 {claw}(nselect:0)
{seize, prehend, clutch}(nselect:0) 	 	 {get, catch, capture}(nselect:0)
{get, catch, capture}(nselect:0) 	 	 {lasso, rope}(nselect:0)
{get, catch, capture}(nselect:0) 	 	 {recapture, retake}(nselect:1)
{seize, prehend, clutch}(nselect:0) 	 	 {collar}(nselect:0)
{seize, prehend, clutch}(nselect:0) 	 	 {clasp}(nselect:0)
{seize, prehend, clutch}(nselect:0) 	 	 {grip}(nselect:0)
{seize, prehend, clutch}(nselect:0) 	 	 {grab}(nselect:0)
{seize, prehend, clutch}(nselect:0) 	 	 {catch, grab, take hold of}(nselect:0)
{seize, prehend, clutch}(nselect:0) 	 	 {snatch, snatch up, snap}(nselect:0)
{seize, prehend, clutch}(nselect:0) 	 	 {clench, clinch}(nselect:0)
{seize, prehend, clutch}(nselect:0) 	 	 {grapple, grip}(nselect:0)
{seize, prehend, clutch}(nselect:0) 	 	 {collar, nail, apprehend, arrest, pick up, nab, cop}(nselect:15)
Verbo(nselect:0) 	 	 {control, command}(nselect:4)
{control, command}(nselect:4) 	 	 {preoccupy}(nselect:0)
{control, command}(nselect:4) 	 	 {steer, maneuver, manoeuver, manoeuvre, direct, point, head, guide, channelize, channelise}(nselect:0)
{control, command}(nselect:4) 	 	 {steer}(nselect:0)
{control, command}(nselect:4) 	 	 {hold one's own}(nselect:0)
{control, command}(nselect:4) 	 	 {manage, deal, care, handle}(nselect:0)
{manage, deal, care, handle}(nselect:0) 	 	 {direct}(nselect:0)
{direct}(nselect:0) 	 	 {guide, steer}(nselect:0)
{direct}(nselect:0) 	 	 {head, lead}(nselect:0)
{direct}(nselect:0) 	 	 {operate, run}(nselect:0)
{direct}(nselect:0) 	 	 {administer}(nselect:0)
{direct}(nselect:0) 	 	 {hold, throw, have, make, give}(nselect:2)
{manage, deal, care, handle}(nselect:0) 	 	 {administer, administrate}(nselect:0)
{manage, deal, care, handle}(nselect:0) 	 	 {work}(nselect:0)
{manage, deal, care, handle}(nselect:0) 	 	 {come to grips, get to grips}(nselect:0)
{manage, deal, care, handle}(nselect:0) 	 	 {dispose of}(nselect:0)
{manage, deal, care, handle}(nselect:0) 	 	 {take care, mind}(nselect:0)
{manage, deal, care, handle}(nselect:0) 	 	 {coordinate}(nselect:0)
{manage, deal, care, handle}(nselect:0) 	 	 {juggle}(nselect:0)
{manage, deal, care, handle}(nselect:0) 	 	 {process}(nselect:0)
{manage, deal, care, handle}(nselect:0) 	 	 {mismanage, mishandle, misconduct}(nselect:0)
{manage, deal, care, handle}(nselect:0) 	 	 {conduct, carry on, deal}(nselect:0)
{manage, deal, care, handle}(nselect:0) 	 	 {touch}(nselect:0)
{manage, deal, care, handle}(nselect:0) 	 	 {organize, organise}(nselect:3)
{organize, organise}(nselect:3) 	 	 {arrange, set up, put, order}(nselect:0)
{organize, organise}(nselect:3) 	 	 {rationalize, rationalise}(nselect:0)
{organize, organise}(nselect:3) 	 	 {territorialize, territorialise}(nselect:0)
{organize, organise}(nselect:3) 	 	 {reorganize, reorganise, shake up}(nselect:0)
{organize, organise}(nselect:3) 	 	 {collectivize, collectivise}(nselect:0)
{control, command}(nselect:4) 	 	 {internationalize, internationalise}(nselect:0)
{control, command}(nselect:4) 	 	 {hold}(nselect:0)
{control, command}(nselect:4) 	 	 {hold sway}(nselect:0)
{control, command}(nselect:4) 	 	 {govern}(nselect:0)
{control, command}(nselect:4) 	 	 {regiment}(nselect:0)
{control, command}(nselect:4) 	 	 {monopolize, monopolise}(nselect:0)
{control, command}(nselect:4) 	 	 {harness, rein in, draw rein, rein}(nselect:0)
{control, command}(nselect:4) 	 	 {corner}(nselect:0)
{control, command}(nselect:4) 	 	 {preside}(nselect:2)
{control, command}(nselect:4) 	 	 {dominate, master}(nselect:0)
{dominate, master}(nselect:0) 	 	 {subjugate, subject}(nselect:0)
{dominate, master}(nselect:0) 	 	 {command}(nselect:2)
{command}(nselect:2) 	 	 {general}(nselect:0)
{command}(nselect:2) 	 	 {officer}(nselect:0)
{control, command}(nselect:4) 	 	 {charm, becharm}(nselect:0)
{control, command}(nselect:4) 	 	 {govern, rule}(nselect:1)
{govern, rule}(nselect:1) 	 	 {throne}(nselect:0)
{govern, rule}(nselect:1) 	 	 {misgovern}(nselect:0)
{govern, rule}(nselect:1) 	 	 {dictate}(nselect:0)
{govern, rule}(nselect:1) 	 	 {reign}(nselect:0)
{control, command}(nselect:4) 	 	 {call the shots, call the tune, wear the trousers}(nselect:0)
Verbo(nselect:0) 	 	 {account, calculate}(nselect:2)
{account, calculate}(nselect:2) 	 	 {credit}(nselect:0)
{account, calculate}(nselect:2) 	 	 {balance}(nselect:0)
{account, calculate}(nselect:2) 	 	 {overbalance}(nselect:0)
{account, calculate}(nselect:2) 	 	 {debit}(nselect:0)
{account, calculate}(nselect:2) 	 	 {compound}(nselect:0)
{account, calculate}(nselect:2) 	 	 {charge, bill}(nselect:0)
Verbo(nselect:0) 	 	 {know}(nselect:0)
{know}(nselect:0) 	 	 {anticipate, previse, foreknow, foresee}(nselect:2)
Verbo(nselect:0) 	 	 {know, cognize, cognise}(nselect:10)
{know, cognize, cognise}(nselect:10) 	 	 {keep track}(nselect:0)
{know, cognize, cognise}(nselect:10) 	 	 {recognize, recognise, realize, realise, agnize, agnise}(nselect:0)
Verbo(nselect:0) 	 	 {get down, begin, get, start out, start, set about, set out, commence}(nselect:27)
{get down, begin, get, start out, start, set about, set out, commence}(nselect:27) 	 	 {recommence}(nselect:0)
{get down, begin, get, start out, start, set about, set out, commence}(nselect:27) 	 	 {strike out}(nselect:0)
{get down, begin, get, start out, start, set about, set out, commence}(nselect:27) 	 	 {fall}(nselect:0)
{get down, begin, get, start out, start, set about, set out, commence}(nselect:27) 	 	 {jump off}(nselect:0)
{get down, begin, get, start out, start, set about, set out, commence}(nselect:27) 	 	 {get to}(nselect:0)
{get down, begin, get, start out, start, set about, set out, commence}(nselect:27) 	 	 {auspicate}(nselect:0)
{get down, begin, get, start out, start, set about, set out, commence}(nselect:27) 	 	 {attack}(nselect:0)
{get down, begin, get, start out, start, set about, set out, commence}(nselect:27) 	 	 {break in}(nselect:0)
{get down, begin, get, start out, start, set about, set out, commence}(nselect:27) 	 	 {plunge, launch}(nselect:0)
{get down, begin, get, start out, start, set about, set out, commence}(nselect:27) 	 	 {come on}(nselect:0)
{get down, begin, get, start out, start, set about, set out, commence}(nselect:27) 	 	 {embark, enter}(nselect:0)
{get down, begin, get, start out, start, set about, set out, commence}(nselect:27) 	 	 {get cracking, bestir oneself, get going, get moving, get weaving, get started, get rolling}(nselect:0)
Verbo(nselect:0) 	 	 {decide, make up one's mind, determine}(nselect:3)
{decide, make up one's mind, determine}(nselect:3) 	 	 {choose, take, select, pick out}(nselect:2)
{choose, take, select, pick out}(nselect:2) 	 	 {empanel, impanel, panel}(nselect:0)
{choose, take, select, pick out}(nselect:2) 	 	 {anoint}(nselect:0)
{choose, take, select, pick out}(nselect:2) 	 	 {field}(nselect:0)
{choose, take, select, pick out}(nselect:2) 	 	 {sieve, sift}(nselect:0)
{choose, take, select, pick out}(nselect:2) 	 	 {draw}(nselect:0)
{choose, take, select, pick out}(nselect:2) 	 	 {dial}(nselect:0)
{choose, take, select, pick out}(nselect:2) 	 	 {plump, go}(nselect:0)
{choose, take, select, pick out}(nselect:2) 	 	 {pick}(nselect:0)
{choose, take, select, pick out}(nselect:2) 	 	 {elect}(nselect:0)
{choose, take, select, pick out}(nselect:2) 	 	 {excerpt, extract, take out}(nselect:0)
{choose, take, select, pick out}(nselect:2) 	 	 {cull out, winnow}(nselect:0)
{choose, take, select, pick out}(nselect:2) 	 	 {cream off, skim off}(nselect:0)
{choose, take, select, pick out}(nselect:2) 	 	 {sieve out, pick over}(nselect:0)
{choose, take, select, pick out}(nselect:2) 	 	 {assign, specify, set apart}(nselect:0)
{choose, take, select, pick out}(nselect:2) 	 	 {single out}(nselect:0)
{choose, take, select, pick out}(nselect:2) 	 	 {think of}(nselect:0)
{choose, take, select, pick out}(nselect:2) 	 	 {adopt, follow, espouse}(nselect:0)
{choose, take, select, pick out}(nselect:2) 	 	 {screen, screen out, sieve, sort}(nselect:0)
{choose, take, select, pick out}(nselect:2) 	 	 {vote in}(nselect:0)
{choose, take, select, pick out}(nselect:2) 	 	 {elect}(nselect:4)
{elect}(nselect:4) 	 	 {co-opt}(nselect:0)
{elect}(nselect:4) 	 	 {reelect, return}(nselect:0)
{choose, take, select, pick out}(nselect:2) 	 	 {nominate, propose}(nselect:0)
{choose, take, select, pick out}(nselect:2) 	 	 {vote}(nselect:0)
{choose, take, select, pick out}(nselect:2) 	 	 {specify, set, determine, define, fix, limit}(nselect:3)
{specify, set, determine, define, fix, limit}(nselect:3) 	 	 {quantify}(nselect:0)
{specify, set, determine, define, fix, limit}(nselect:3) 	 	 {name}(nselect:0)
{specify, set, determine, define, fix, limit}(nselect:3) 	 	 {reset}(nselect:0)
{specify, set, determine, define, fix, limit}(nselect:3) 	 	 {define}(nselect:0)
{decide, make up one's mind, determine}(nselect:3) 	 	 {measure, mensurate, measure out}(nselect:0)
{decide, make up one's mind, determine}(nselect:3) 	 	 {will}(nselect:0)
{decide, make up one's mind, determine}(nselect:3) 	 	 {seal}(nselect:0)
{decide, make up one's mind, determine}(nselect:3) 	 	 {purpose, resolve}(nselect:0)
{decide, make up one's mind, determine}(nselect:3) 	 	 {rule, decree}(nselect:0)
{decide, make up one's mind, determine}(nselect:3) 	 	 {orient, orientate}(nselect:0)
{decide, make up one's mind, determine}(nselect:3) 	 	 {judge, adjudicate, try}(nselect:0)
{decide, make up one's mind, determine}(nselect:3) 	 	 {regulate, regularize, regularise, order, govern}(nselect:2)
{regulate, regularize, regularise, order, govern}(nselect:2) 	 	 {standardize, standardise}(nselect:0)
{regulate, regularize, regularise, order, govern}(nselect:2) 	 	 {zone, district}(nselect:0)
Verbo(nselect:0) 	 	 {own, have, possess}(nselect:1)
{own, have, possess}(nselect:1) 	 	 {prepossess}(nselect:0)
Verbo(nselect:0) 	 	 {start, take up}(nselect:0)
{start, take up}(nselect:0) 	 	 {take office}(nselect:1)
{take office}(nselect:1) 	 	 {accede, enter}(nselect:0)
{take office}(nselect:1) 	 	 {assume, adopt, take on, take over}(nselect:5)
{assume, adopt, take on, take over}(nselect:5) 	 	 {resume}(nselect:0)
Verbo(nselect:0) 	 	 {perform, execute, do}(nselect:25)
{perform, execute, do}(nselect:25) 	 	 {click off}(nselect:0)
{perform, execute, do}(nselect:25) 	 	 {carry}(nselect:0)
{perform, execute, do}(nselect:25) 	 	 {pipe up}(nselect:0)
{perform, execute, do}(nselect:25) 	 	 {declaim, recite}(nselect:0)
{perform, execute, do}(nselect:25) 	 	 {serenade}(nselect:0)
{perform, execute, do}(nselect:25) 	 	 {cut corners}(nselect:0)
{perform, execute, do}(nselect:25) 	 	 {stunt}(nselect:0)
{perform, execute, do}(nselect:25) 	 	 {cut}(nselect:0)
{perform, execute, do}(nselect:25) 	 	 {blaze away}(nselect:0)
{perform, execute, do}(nselect:25) 	 	 {scamp}(nselect:0)
{perform, execute, do}(nselect:25) 	 	 {churn out}(nselect:0)
{perform, execute, do}(nselect:25) 	 	 {premier, premiere}(nselect:0)
{perform, execute, do}(nselect:25) 	 	 {star}(nselect:0)
{perform, execute, do}(nselect:25) 	 	 {appear}(nselect:0)
{perform, execute, do}(nselect:25) 	 	 {rehearse, practise, practice}(nselect:0)
{perform, execute, do}(nselect:25) 	 	 {improvise, improvize, ad-lib, extemporize, extemporise}(nselect:0)
{perform, execute, do}(nselect:25) 	 	 {interpret, render}(nselect:0)
{perform, execute, do}(nselect:25) 	 	 {conduct, lead, direct}(nselect:0)
