Verbo(nselect:0) 	 	 {perform, execute, do}(nselect:67)
{classify, class, sort, assort, sort out, separate}(nselect:0) 	 	 {grade}(nselect:0)
{classify, class, sort, assort, sort out, separate}(nselect:0) 	 	 {count, number}(nselect:1)
{think, cogitate, cerebrate}(nselect:1) 	 	 {associate, tie in, relate, link, colligate, link up, connect}(nselect:5)
{associate, tie in, relate, link, colligate, link up, connect}(nselect:5) 	 	 {think of, have in mind, mean}(nselect:0)
{think of, have in mind, mean}(nselect:0) 	 	 {mention, advert, bring up, cite, name, refer}(nselect:16)
{mention, advert, bring up, cite, name, refer}(nselect:16) 	 	 {commend, remember}(nselect:0)
{mention, advert, bring up, cite, name, refer}(nselect:16) 	 	 {speak of the devil}(nselect:0)
{mention, advert, bring up, cite, name, refer}(nselect:16) 	 	 {remember}(nselect:0)
{mention, advert, bring up, cite, name, refer}(nselect:16) 	 	 {quote, cite}(nselect:0)
{mention, advert, bring up, cite, name, refer}(nselect:16) 	 	 {touch on}(nselect:0)
{mention, advert, bring up, cite, name, refer}(nselect:16) 	 	 {invoke, appeal}(nselect:0)
{mention, advert, bring up, cite, name, refer}(nselect:16) 	 	 {namedrop}(nselect:0)
{mention, advert, bring up, cite, name, refer}(nselect:16) 	 	 {raise, bring up}(nselect:0)
{mention, advert, bring up, cite, name, refer}(nselect:16) 	 	 {drag up, dredge up}(nselect:0)
{mention, advert, bring up, cite, name, refer}(nselect:16) 	 	 {cross-refer}(nselect:0)
{associate, tie in, relate, link, colligate, link up, connect}(nselect:5) 	 	 {remember}(nselect:0)
{associate, tie in, relate, link, colligate, link up, connect}(nselect:5) 	 	 {interrelate}(nselect:0)
{associate, tie in, relate, link, colligate, link up, connect}(nselect:5) 	 	 {correlate}(nselect:0)
{associate, tie in, relate, link, colligate, link up, connect}(nselect:5) 	 	 {identify}(nselect:0)
{associate, tie in, relate, link, colligate, link up, connect}(nselect:5) 	 	 {free-associate}(nselect:0)
{think, cogitate, cerebrate}(nselect:1) 	 	 {puzzle over}(nselect:0)
{think, cogitate, cerebrate}(nselect:1) 	 	 {rationalize, rationalise}(nselect:0)
{think, cogitate, cerebrate}(nselect:1) 	 	 {think}(nselect:0)
{think, cogitate, cerebrate}(nselect:1) 	 	 {philosophize, philosophise}(nselect:0)
{think, cogitate, cerebrate}(nselect:1) 	 	 {brainstorm}(nselect:0)
{think, cogitate, cerebrate}(nselect:1) 	 	 {chew over, think over, meditate, ponder, excogitate, contemplate, muse, reflect, mull, mull over, ruminate, speculate}(nselect:1)
{chew over, think over, meditate, ponder, excogitate, contemplate, muse, reflect, mull, mull over, ruminate, speculate}(nselect:1) 	 	 {premeditate}(nselect:0)
{chew over, think over, meditate, ponder, excogitate, contemplate, muse, reflect, mull, mull over, ruminate, speculate}(nselect:1) 	 	 {theologize, theologise}(nselect:0)
{chew over, think over, meditate, ponder, excogitate, contemplate, muse, reflect, mull, mull over, ruminate, speculate}(nselect:1) 	 	 {introspect}(nselect:0)
{chew over, think over, meditate, ponder, excogitate, contemplate, muse, reflect, mull, mull over, ruminate, speculate}(nselect:1) 	 	 {bethink}(nselect:0)
{chew over, think over, meditate, ponder, excogitate, contemplate, muse, reflect, mull, mull over, ruminate, speculate}(nselect:1) 	 	 {wonder, question}(nselect:0)
{chew over, think over, meditate, ponder, excogitate, contemplate, muse, reflect, mull, mull over, ruminate, speculate}(nselect:1) 	 	 {puzzle}(nselect:0)
{chew over, think over, meditate, ponder, excogitate, contemplate, muse, reflect, mull, mull over, ruminate, speculate}(nselect:1) 	 	 {study, consider}(nselect:3)
{study, consider}(nselect:3) 	 	 {factor, factor in, factor out}(nselect:0)
{study, consider}(nselect:3) 	 	 {compare, liken, equate}(nselect:0)
{chew over, think over, meditate, ponder, excogitate, contemplate, muse, reflect, mull, mull over, ruminate, speculate}(nselect:1) 	 	 {cogitate}(nselect:2)
{think, cogitate, cerebrate}(nselect:1) 	 	 {reason, reason out, conclude}(nselect:7)
{reason, reason out, conclude}(nselect:7) 	 	 {induce}(nselect:0)
{reason, reason out, conclude}(nselect:7) 	 	 {deduce, infer, deduct, derive}(nselect:0)
{reason, reason out, conclude}(nselect:7) 	 	 {syllogize, syllogise}(nselect:0)
{reason, reason out, conclude}(nselect:7) 	 	 {find, feel}(nselect:0)
{reason, reason out, conclude}(nselect:7) 	 	 {deduce, infer}(nselect:0)
{reason, reason out, conclude}(nselect:7) 	 	 {gather}(nselect:0)
{reason, reason out, conclude}(nselect:7) 	 	 {generalize, generalise, extrapolate, infer}(nselect:0)
{think, cogitate, cerebrate}(nselect:1) 	 	 {study, meditate, contemplate}(nselect:0)
{think, cogitate, cerebrate}(nselect:1) 	 	 {plan}(nselect:1)
{plan}(nselect:1) 	 	 {project, propose}(nselect:0)
{project, propose}(nselect:0) 	 	 {introduce}(nselect:0)
{project, propose}(nselect:0) 	 	 {offer}(nselect:2)
{plan}(nselect:1) 	 	 {chart}(nselect:0)
{plan}(nselect:1) 	 	 {frame, compose, draw up}(nselect:0)
{plan}(nselect:1) 	 	 {plot}(nselect:0)
{plan}(nselect:1) 	 	 {scheme}(nselect:0)
{plan}(nselect:1) 	 	 {intend, destine, designate, specify}(nselect:3)
{intend, destine, designate, specify}(nselect:3) 	 	 {mean}(nselect:0)
{intend, destine, designate, specify}(nselect:3) 	 	 {design}(nselect:0)
{intend, destine, designate, specify}(nselect:3) 	 	 {slate}(nselect:0)
{intend, destine, designate, specify}(nselect:3) 	 	 {calculate, aim, direct}(nselect:0)
{plan}(nselect:1) 	 	 {mastermind, engineer, direct, organize, organise, orchestrate}(nselect:0)
{plan}(nselect:1) 	 	 {lay out}(nselect:0)
{plan}(nselect:1) 	 	 {schedule}(nselect:4)
{schedule}(nselect:4) 	 	 {program, programme}(nselect:0)
{schedule}(nselect:4) 	 	 {reschedule}(nselect:0)
{plan}(nselect:1) 	 	 {schedule}(nselect:6)
{schedule}(nselect:6) 	 	 {time}(nselect:0)
{schedule}(nselect:6) 	 	 {book}(nselect:0)
{schedule}(nselect:6) 	 	 {calendar}(nselect:0)
{schedule}(nselect:6) 	 	 {slot}(nselect:0)
{think, cogitate, cerebrate}(nselect:1) 	 	 {give, pay, devote}(nselect:0)
{think, cogitate, cerebrate}(nselect:1) 	 	 {think about}(nselect:0)
{think about}(nselect:0) 	 	 {mind}(nselect:0)
{think about}(nselect:0) 	 	 {consider, take, deal, look at}(nselect:1)
{consider, take, deal, look at}(nselect:1) 	 	 {contemplate}(nselect:0)
{consider, take, deal, look at}(nselect:1) 	 	 {dally, trifle, play}(nselect:0)
{consider, take, deal, look at}(nselect:1) 	 	 {abstract}(nselect:0)
{consider, take, deal, look at}(nselect:1) 	 	 {warm to}(nselect:0)
{think, cogitate, cerebrate}(nselect:1) 	 	 {think}(nselect:1)
{think, cogitate, cerebrate}(nselect:1) 	 	 {think}(nselect:0)
{think, cogitate, cerebrate}(nselect:1) 	 	 {concentrate, focus, center, centre, pore, rivet}(nselect:1)
{concentrate, focus, center, centre, pore, rivet}(nselect:1) 	 	 {steep, immerse, engulf, plunge, engross, absorb, soak up}(nselect:0)
{concentrate, focus, center, centre, pore, rivet}(nselect:1) 	 	 {recall}(nselect:0)
{concentrate, focus, center, centre, pore, rivet}(nselect:1) 	 	 {think}(nselect:0)
{concentrate, focus, center, centre, pore, rivet}(nselect:1) 	 	 {zoom in}(nselect:0)
{concentrate, focus, center, centre, pore, rivet}(nselect:1) 	 	 {listen, hear, take heed}(nselect:0)
Verbo(nselect:0) 	 	 {necessitate, ask, postulate, need, require, take, involve, call for, demand}(nselect:20)
{necessitate, ask, postulate, need, require, take, involve, call for, demand}(nselect:20) 	 	 {claim, take, exact}(nselect:0)
{necessitate, ask, postulate, need, require, take, involve, call for, demand}(nselect:20) 	 	 {govern}(nselect:0)
{necessitate, ask, postulate, need, require, take, involve, call for, demand}(nselect:20) 	 	 {draw}(nselect:0)
{necessitate, ask, postulate, need, require, take, involve, call for, demand}(nselect:20) 	 	 {cost}(nselect:1)
{necessitate, ask, postulate, need, require, take, involve, call for, demand}(nselect:20) 	 	 {cry out for, cry for}(nselect:0)
{necessitate, ask, postulate, need, require, take, involve, call for, demand}(nselect:20) 	 	 {compel}(nselect:0)
Verbo(nselect:0) 	 	 {exist, be}(nselect:75)
{exist, be}(nselect:75) 	 	 {come}(nselect:0)
{exist, be}(nselect:75) 	 	 {preexist}(nselect:0)
{exist, be}(nselect:75) 	 	 {kick around, knock about, kick about}(nselect:0)
{exist, be}(nselect:75) 	 	 {coexist}(nselect:0)
{exist, be}(nselect:75) 	 	 {indwell}(nselect:0)
{exist, be}(nselect:75) 	 	 {prevail, hold, obtain}(nselect:0)
{exist, be}(nselect:75) 	 	 {dwell, consist, lie, lie in}(nselect:0)
{exist, be}(nselect:75) 	 	 {endanger, jeopardize, jeopardise, menace, threaten, imperil, peril}(nselect:1)
{exist, be}(nselect:75) 	 	 {flow}(nselect:0)
{exist, be}(nselect:75) 	 	 {distribute}(nselect:0)
{exist, be}(nselect:75) 	 	 {dwell, inhabit}(nselect:0)
Verbo(nselect:0) 	 	 {end, stop, finish, terminate, cease}(nselect:2)
{end, stop, finish, terminate, cease}(nselect:2) 	 	 {pass away}(nselect:0)
{end, stop, finish, terminate, cease}(nselect:2) 	 	 {lapse}(nselect:0)
{end, stop, finish, terminate, cease}(nselect:2) 	 	 {cut out}(nselect:0)
{end, stop, finish, terminate, cease}(nselect:2) 	 	 {go out}(nselect:0)
{end, stop, finish, terminate, cease}(nselect:2) 	 	 {adjourn, recess, break up}(nselect:0)
{end, stop, finish, terminate, cease}(nselect:2) 	 	 {vanish, disappear}(nselect:0)
{end, stop, finish, terminate, cease}(nselect:2) 	 	 {culminate, climax}(nselect:0)
{end, stop, finish, terminate, cease}(nselect:2) 	 	 {run out}(nselect:3)
{end, stop, finish, terminate, cease}(nselect:2) 	 	 {run low, run short, go}(nselect:1)
{end, stop, finish, terminate, cease}(nselect:2) 	 	 {vanish, disappear, go away}(nselect:0)
{end, stop, finish, terminate, cease}(nselect:2) 	 	 {turn out, come out}(nselect:0)
{end, stop, finish, terminate, cease}(nselect:2) 	 	 {discontinue}(nselect:0)
{end, stop, finish, terminate, cease}(nselect:2) 	 	 {break}(nselect:0)
{end, stop, finish, terminate, cease}(nselect:2) 	 	 {conclude, close}(nselect:1)
Verbo(nselect:0) 	 	 {affirm}(nselect:2)
{affirm}(nselect:2) 	 	 {confirm, reassert}(nselect:6)
{confirm, reassert}(nselect:6) 	 	 {uphold, maintain}(nselect:0)
{uphold, maintain}(nselect:0) 	 	 {justify, vindicate}(nselect:0)
{justify, vindicate}(nselect:0) 	 	 {legitimate}(nselect:0)
{justify, vindicate}(nselect:0) 	 	 {excuse, explain}(nselect:3)
{excuse, explain}(nselect:3) 	 	 {alibi}(nselect:0)
{confirm, reassert}(nselect:6) 	 	 {verify}(nselect:0)
{confirm, reassert}(nselect:6) 	 	 {validate, corroborate}(nselect:0)
{confirm, reassert}(nselect:6) 	 	 {reconfirm}(nselect:0)
{confirm, reassert}(nselect:6) 	 	 {justify, warrant}(nselect:5)
{affirm}(nselect:2) 	 	 {claim}(nselect:3)
{claim}(nselect:3) 	 	 {profess, pretend}(nselect:0)
{claim}(nselect:3) 	 	 {contend, postulate}(nselect:0)
{claim}(nselect:3) 	 	 {make out}(nselect:0)
{claim}(nselect:3) 	 	 {purport}(nselect:0)
{claim}(nselect:3) 	 	 {profess}(nselect:0)
{claim}(nselect:3) 	 	 {charge}(nselect:1)
{charge}(nselect:1) 	 	 {tax}(nselect:0)
{charge}(nselect:1) 	 	 {complain}(nselect:0)
{affirm}(nselect:2) 	 	 {reaffirm}(nselect:1)
{affirm}(nselect:2) 	 	 {maintain, defend}(nselect:0)
Verbo(nselect:0) 	 	 {travel, go, move, locomote}(nselect:26)
{travel, go, move, locomote}(nselect:26) 	 	 {go around, spread, circulate}(nselect:1)
{travel, go, move, locomote}(nselect:26) 	 	 {carry}(nselect:0)
{travel, go, move, locomote}(nselect:26) 	 	 {ease}(nselect:0)
{travel, go, move, locomote}(nselect:26) 	 	 {whish}(nselect:0)
{travel, go, move, locomote}(nselect:26) 	 	 {float}(nselect:0)
{travel, go, move, locomote}(nselect:26) 	 	 {swap}(nselect:0)
{travel, go, move, locomote}(nselect:26) 	 	 {seek}(nselect:0)
{travel, go, move, locomote}(nselect:26) 	 	 {whine}(nselect:0)
{travel, go, move, locomote}(nselect:26) 	 	 {fly}(nselect:0)
{travel, go, move, locomote}(nselect:26) 	 	 {ride}(nselect:0)
{travel, go, move, locomote}(nselect:26) 	 	 {come}(nselect:0)
{travel, go, move, locomote}(nselect:26) 	 	 {ghost}(nselect:0)
{travel, go, move, locomote}(nselect:26) 	 	 {betake oneself}(nselect:0)
{travel, go, move, locomote}(nselect:26) 	 	 {pass over, overfly}(nselect:0)
{travel, go, move, locomote}(nselect:26) 	 	 {travel}(nselect:0)
{travel, go, move, locomote}(nselect:26) 	 	 {wend}(nselect:0)
{travel, go, move, locomote}(nselect:26) 	 	 {do}(nselect:1)
{travel, go, move, locomote}(nselect:26) 	 	 {raft}(nselect:0)
{travel, go, move, locomote}(nselect:26) 	 	 {get around, get about}(nselect:0)
{travel, go, move, locomote}(nselect:26) 	 	 {repair, resort}(nselect:0)
{travel, go, move, locomote}(nselect:26) 	 	 {cruise}(nselect:0)
{travel, go, move, locomote}(nselect:26) 	 	 {travel, journey}(nselect:0)
{travel, go, move, locomote}(nselect:26) 	 	 {come, come up}(nselect:8)
{come, come up}(nselect:8) 	 	 {emanate}(nselect:0)
{come, come up}(nselect:8) 	 	 {address, accost, come up to}(nselect:0)
{address, accost, come up to}(nselect:0) 	 	 {approach}(nselect:0)
{address, accost, come up to}(nselect:0) 	 	 {greet, recognize, recognise}(nselect:1)
{greet, recognize, recognise}(nselect:1) 	 	 {shake hands}(nselect:0)
{greet, recognize, recognise}(nselect:1) 	 	 {curtsy, bob}(nselect:0)
{greet, recognize, recognise}(nselect:1) 	 	 {salute}(nselect:1)
{salute}(nselect:1) 	 	 {salaam}(nselect:0)
{greet, recognize, recognise}(nselect:1) 	 	 {salute, present}(nselect:0)
{greet, recognize, recognise}(nselect:1) 	 	 {salute}(nselect:0)
{greet, recognize, recognise}(nselect:1) 	 	 {hail, herald}(nselect:0)
{greet, recognize, recognise}(nselect:1) 	 	 {welcome, receive}(nselect:1)
{greet, recognize, recognise}(nselect:1) 	 	 {say farewell}(nselect:0)
{greet, recognize, recognise}(nselect:1) 	 	 {wish, bid}(nselect:0)
{come, come up}(nselect:8) 	 	 {approach, come near}(nselect:0)
{come, come up}(nselect:8) 	 	 {approach, near, come on, go up, draw near, draw close, come near}(nselect:1)
{approach, near, come on, go up, draw near, draw close, come near}(nselect:1) 	 	 {drive up}(nselect:0)
{approach, near, come on, go up, draw near, draw close, come near}(nselect:1) 	 	 {bear down on, bear down upon}(nselect:0)
{approach, near, come on, go up, draw near, draw close, come near}(nselect:1) 	 	 {edge in, edge up}(nselect:0)
{approach, near, come on, go up, draw near, draw close, come near}(nselect:1) 	 	 {close}(nselect:0)
{approach, near, come on, go up, draw near, draw close, come near}(nselect:1) 	 	 {push, crowd}(nselect:0)
{travel, go, move, locomote}(nselect:26) 	 	 {round}(nselect:0)
{travel, go, move, locomote}(nselect:26) 	 	 {trundle}(nselect:0)
{travel, go, move, locomote}(nselect:26) 	 	 {push}(nselect:0)
{travel, go, move, locomote}(nselect:26) 	 	 {travel purposefully}(nselect:0)
{travel, go, move, locomote}(nselect:26) 	 	 {swing}(nselect:0)
{travel, go, move, locomote}(nselect:26) 	 	 {roll, wander, swan, stray, tramp, roam, cast, ramble, rove, range, drift, vagabond}(nselect:1)
{roll, wander, swan, stray, tramp, roam, cast, ramble, rove, range, drift, vagabond}(nselect:1) 	 	 {maunder}(nselect:0)
{roll, wander, swan, stray, tramp, roam, cast, ramble, rove, range, drift, vagabond}(nselect:1) 	 	 {gallivant, gad, jazz around}(nselect:0)
{travel, go, move, locomote}(nselect:26) 	 	 {walk, take the air}(nselect:0)
{travel, go, move, locomote}(nselect:26) 	 	 {weave, wind, thread, meander, wander}(nselect:0)
{travel, go, move, locomote}(nselect:26) 	 	 {forge, spurt, spirt}(nselect:0)
{travel, go, move, locomote}(nselect:26) 	 	 {crawl, creep}(nselect:0)
{travel, go, move, locomote}(nselect:26) 	 	 {scramble}(nselect:0)
{travel, go, move, locomote}(nselect:26) 	 	 {slither, slide}(nselect:0)
{travel, go, move, locomote}(nselect:26) 	 	 {wheel, roll}(nselect:0)
{travel, go, move, locomote}(nselect:26) 	 	 {glide}(nselect:0)
{travel, go, move, locomote}(nselect:26) 	 	 {bounce, jounce}(nselect:0)
{travel, go, move, locomote}(nselect:26) 	 	 {breeze}(nselect:0)
{travel, go, move, locomote}(nselect:26) 	 	 {float, drift, be adrift, blow}(nselect:0)
{travel, go, move, locomote}(nselect:26) 	 	 {play}(nselect:0)
{travel, go, move, locomote}(nselect:26) 	 	 {float, swim}(nselect:0)
{travel, go, move, locomote}(nselect:26) 	 	 {swim}(nselect:0)
{travel, go, move, locomote}(nselect:26) 	 	 {walk}(nselect:1)
{walk}(nselect:1) 	 	 {tramp down, trample, tread down}(nselect:0)
{walk}(nselect:1) 	 	 {lollop}(nselect:0)
{walk}(nselect:1) 	 	 {tap}(nselect:0)
{walk}(nselect:1) 	 	 {stumble, falter, bumble}(nselect:0)
{walk}(nselect:1) 	 	 {spacewalk}(nselect:0)
{walk}(nselect:1) 	 	 {foot, leg it, hoof, hoof it}(nselect:0)
{walk}(nselect:1) 	 	 {toe}(nselect:0)
{walk}(nselect:1) 	 	 {traipse, shlep}(nselect:0)
{walk}(nselect:1) 	 	 {perambulate, walk about, walk around}(nselect:0)
{walk}(nselect:1) 	 	 {ambulate}(nselect:0)
{walk}(nselect:1) 	 	 {sneak, mouse, creep, pussyfoot}(nselect:0)
{walk}(nselect:1) 	 	 {wade}(nselect:0)
{walk}(nselect:1) 	 	 {tittup, swagger, ruffle, prance, strut, sashay, cock}(nselect:0)
{walk}(nselect:1) 	 	 {sleepwalk, somnambulate}(nselect:0)
{walk}(nselect:1) 	 	 {slink}(nselect:0)
{walk}(nselect:1) 	 	 {limp, gimp, hobble, hitch}(nselect:0)
{walk}(nselect:1) 	 	 {shuffle, scuffle, shamble}(nselect:0)
{walk}(nselect:1) 	 	 {stroll, saunter}(nselect:0)
{walk}(nselect:1) 	 	 {amble, mosey}(nselect:0)
{walk}(nselect:1) 	 	 {prowl}(nselect:0)
{walk}(nselect:1) 	 	 {skulk}(nselect:0)
{walk}(nselect:1) 	 	 {toddle, coggle, totter, dodder, paddle, waddle}(nselect:0)
{walk}(nselect:1) 	 	 {promenade}(nselect:0)
{walk}(nselect:1) 	 	 {march}(nselect:0)
{walk}(nselect:1) 	 	 {stride}(nselect:0)
{walk}(nselect:1) 	 	 {hike}(nselect:0)
{walk}(nselect:1) 	 	 {slog, footslog, plod, trudge, pad, tramp}(nselect:0)
{walk}(nselect:1) 	 	 {tiptoe, tip, tippytoe}(nselect:0)
{walk}(nselect:1) 	 	 {stalk}(nselect:0)
{walk}(nselect:1) 	 	 {flounce}(nselect:0)
{walk}(nselect:1) 	 	 {stagger, reel, keel, lurch, swag, careen}(nselect:0)
{walk}(nselect:1) 	 	 {stagger, flounder}(nselect:0)
{walk}(nselect:1) 	 	 {stomp, stamp, stump}(nselect:0)
{walk}(nselect:1) 	 	 {lumber, pound}(nselect:0)
{walk}(nselect:1) 	 	 {pace}(nselect:0)
{walk}(nselect:1) 	 	 {tread, trample}(nselect:0)
{walk}(nselect:1) 	 	 {slouch}(nselect:0)
{walk}(nselect:1) 	 	 {mince}(nselect:0)
{walk}(nselect:1) 	 	 {clump, clomp}(nselect:0)
{walk}(nselect:1) 	 	 {march, process}(nselect:0)
{walk}(nselect:1) 	 	 {step}(nselect:0)
{travel, go, move, locomote}(nselect:26) 	 	 {turn, move around}(nselect:0)
{travel, go, move, locomote}(nselect:26) 	 	 {circle}(nselect:0)
{travel, go, move, locomote}(nselect:26) 	 	 {slice into, slice through}(nselect:0)
{travel, go, move, locomote}(nselect:26) 	 	 {stray, err, drift}(nselect:0)
{travel, go, move, locomote}(nselect:26) 	 	 {run}(nselect:0)
{travel, go, move, locomote}(nselect:26) 	 	 {step}(nselect:0)
{travel, go, move, locomote}(nselect:26) 	 	 {drive, motor}(nselect:0)
{travel, go, move, locomote}(nselect:26) 	 	 {automobile}(nselect:0)
{travel, go, move, locomote}(nselect:26) 	 	 {ski}(nselect:0)
{travel, go, move, locomote}(nselect:26) 	 	 {fly, wing}(nselect:2)
{fly, wing}(nselect:2) 	 	 {buzz}(nselect:0)
{fly, wing}(nselect:2) 	 	 {rack}(nselect:0)
{fly, wing}(nselect:2) 	 	 {flight}(nselect:0)
{fly, wing}(nselect:2) 	 	 {fly on}(nselect:0)
{fly, wing}(nselect:2) 	 	 {soar}(nselect:0)
{fly, wing}(nselect:2) 	 	 {hover}(nselect:0)
{travel, go, move, locomote}(nselect:26) 	 	 {steamer, steam}(nselect:0)
{travel, go, move, locomote}(nselect:26) 	 	 {tram}(nselect:0)
{travel, go, move, locomote}(nselect:26) 	 	 {taxi}(nselect:0)
{travel, go, move, locomote}(nselect:26) 	 	 {ferry}(nselect:0)
{travel, go, move, locomote}(nselect:26) 	 	 {caravan}(nselect:0)
{travel, go, move, locomote}(nselect:26) 	 	 {ride, sit}(nselect:0)
{travel, go, move, locomote}(nselect:26) 	 	 {prance}(nselect:0)
{travel, go, move, locomote}(nselect:26) 	 	 {swim}(nselect:1)
{swim}(nselect:1) 	 	 {school}(nselect:0)
{swim}(nselect:1) 	 	 {fin, break water}(nselect:0)
{swim}(nselect:1) 	 	 {fin}(nselect:0)
{swim}(nselect:1) 	 	 {paddle}(nselect:0)
{swim}(nselect:1) 	 	 {crawl}(nselect:0)
{swim}(nselect:1) 	 	 {breaststroke}(nselect:0)
{swim}(nselect:1) 	 	 {backstroke}(nselect:0)
{swim}(nselect:1) 	 	 {skinny-dip}(nselect:0)
{swim}(nselect:1) 	 	 {dive}(nselect:0)
{travel, go, move, locomote}(nselect:26) 	 	 {rise, lift, arise, move up, go up, come up, uprise}(nselect:0)
{rise, lift, arise, move up, go up, come up, uprise}(nselect:0) 	 	 {scend, surge}(nselect:0)
{rise, lift, arise, move up, go up, come up, uprise}(nselect:0) 	 	 {soar, soar up, soar upwards, surge, zoom}(nselect:1)
{soar, soar up, soar upwards, surge, zoom}(nselect:1) 	 	 {billow, wallow}(nselect:0)
{rise, lift, arise, move up, go up, come up, uprise}(nselect:0) 	 	 {go up}(nselect:0)
{rise, lift, arise, move up, go up, come up, uprise}(nselect:0) 	 	 {rocket, skyrocket}(nselect:0)
{rise, lift, arise, move up, go up, come up, uprise}(nselect:0) 	 	 {bubble}(nselect:0)
{rise, lift, arise, move up, go up, come up, uprise}(nselect:0) 	 	 {uplift}(nselect:0)
{rise, lift, arise, move up, go up, come up, uprise}(nselect:0) 	 	 {chandelle}(nselect:0)
{rise, lift, arise, move up, go up, come up, uprise}(nselect:0) 	 	 {steam}(nselect:0)
{rise, lift, arise, move up, go up, come up, uprise}(nselect:0) 	 	 {rise, come up, uprise, ascend}(nselect:0)
{rise, lift, arise, move up, go up, come up, uprise}(nselect:0) 	 	 {climb, climb up, mount, go up}(nselect:1)
{climb, climb up, mount, go up}(nselect:1) 	 	 {scale}(nselect:0)
{climb, climb up, mount, go up}(nselect:1) 	 	 {escalade}(nselect:0)
{climb, climb up, mount, go up}(nselect:1) 	 	 {ramp}(nselect:0)
{climb, climb up, mount, go up}(nselect:1) 	 	 {mountaineer}(nselect:0)
{climb, climb up, mount, go up}(nselect:1) 	 	 {ride}(nselect:0)
{travel, go, move, locomote}(nselect:26) 	 	 {ascend, go up}(nselect:1)
{ascend, go up}(nselect:1) 	 	 {surface, come up, rise up, rise}(nselect:0)
{ascend, go up}(nselect:1) 	 	 {uprise}(nselect:0)
{travel, go, move, locomote}(nselect:26) 	 	 {descend, fall, go down, come down}(nselect:2)
{descend, fall, go down, come down}(nselect:2) 	 	 {prolapse}(nselect:0)
{descend, fall, go down, come down}(nselect:2) 	 	 {rappel, abseil, rope down}(nselect:0)
{descend, fall, go down, come down}(nselect:2) 	 	 {unhorse, dismount, light, get off, get down}(nselect:0)
{descend, fall, go down, come down}(nselect:2) 	 	 {avalanche, roll down}(nselect:0)
{descend, fall, go down, come down}(nselect:2) 	 	 {dive, plunge, plunk}(nselect:0)
{descend, fall, go down, come down}(nselect:2) 	 	 {set, go down, go under}(nselect:0)
{descend, fall, go down, come down}(nselect:2) 	 	 {decline, slump, correct}(nselect:0)
{descend, fall, go down, come down}(nselect:2) 	 	 {precipitate}(nselect:0)
{descend, fall, go down, come down}(nselect:2) 	 	 {sink, subside}(nselect:0)
{descend, fall, go down, come down}(nselect:2) 	 	 {crash}(nselect:0)
{descend, fall, go down, come down}(nselect:2) 	 	 {flop}(nselect:0)
{descend, fall, go down, come down}(nselect:2) 	 	 {drop}(nselect:0)
{descend, fall, go down, come down}(nselect:2) 	 	 {plop}(nselect:0)
{descend, fall, go down, come down}(nselect:2) 	 	 {pitch}(nselect:0)
{descend, fall, go down, come down}(nselect:2) 	 	 {alight, climb down}(nselect:0)
{descend, fall, go down, come down}(nselect:2) 	 	 {sink, settle, go down, go under}(nselect:0)
{descend, fall, go down, come down}(nselect:2) 	 	 {pounce, swoop}(nselect:0)
{descend, fall, go down, come down}(nselect:2) 	 	 {drip}(nselect:0)
{descend, fall, go down, come down}(nselect:2) 	 	 {cascade, cascade down}(nselect:0)
{descend, fall, go down, come down}(nselect:2) 	 	 {tumble, topple}(nselect:1)
{tumble, topple}(nselect:1) 	 	 {keel over}(nselect:0)
{travel, go, move, locomote}(nselect:26) 	 	 {fall}(nselect:4)
{travel, go, move, locomote}(nselect:26) 	 	 {zigzag, crank}(nselect:0)
{travel, go, move, locomote}(nselect:26) 	 	 {follow, travel along}(nselect:1)
{follow, travel along}(nselect:1) 	 	 {heel}(nselect:0)
{follow, travel along}(nselect:1) 	 	 {ascend}(nselect:0)
{travel, go, move, locomote}(nselect:26) 	 	 {advance, progress, pass on, move on, march on, go on}(nselect:5)
{advance, progress, pass on, move on, march on, go on}(nselect:5) 	 	 {forge}(nselect:0)
{advance, progress, pass on, move on, march on, go on}(nselect:5) 	 	 {penetrate}(nselect:0)
{advance, progress, pass on, move on, march on, go on}(nselect:5) 	 	 {creep up, sneak up}(nselect:0)
{advance, progress, pass on, move on, march on, go on}(nselect:5) 	 	 {encroach, infringe, impinge}(nselect:0)
{advance, progress, pass on, move on, march on, go on}(nselect:5) 	 	 {press on, push on, plough on}(nselect:0)
{advance, progress, pass on, move on, march on, go on}(nselect:5) 	 	 {string, string along}(nselect:0)
{advance, progress, pass on, move on, march on, go on}(nselect:5) 	 	 {pass, overtake, overhaul}(nselect:0)
{advance, progress, pass on, move on, march on, go on}(nselect:5) 	 	 {close in, draw in}(nselect:0)
{advance, progress, pass on, move on, march on, go on}(nselect:5) 	 	 {edge, inch}(nselect:0)
{advance, progress, pass on, move on, march on, go on}(nselect:5) 	 	 {ratchet, rachet up, ratchet down}(nselect:0)
{advance, progress, pass on, move on, march on, go on}(nselect:5) 	 	 {elapse, lapse, pass, slip by, glide by, slip away, go by, slide by, go along}(nselect:0)
{travel, go, move, locomote}(nselect:26) 	 	 {retrograde}(nselect:0)
{travel, go, move, locomote}(nselect:26) 	 	 {proceed, go forward, continue}(nselect:1)
{proceed, go forward, continue}(nselect:1) 	 	 {head}(nselect:0)
{proceed, go forward, continue}(nselect:1) 	 	 {trace}(nselect:0)
{proceed, go forward, continue}(nselect:1) 	 	 {roar}(nselect:0)
