Verbo(nselect:0) 	 	 {perform, execute, do}(nselect:5)
{put, set, place, pose, position, lay}(nselect:4) 	 	 {misplace, mislay, lose}(nselect:0)
{put, set, place, pose, position, lay}(nselect:4) 	 	 {upend}(nselect:0)
{put, set, place, pose, position, lay}(nselect:4) 	 	 {seat, sit, sit down}(nselect:0)
{put, set, place, pose, position, lay}(nselect:4) 	 	 {seat}(nselect:0)
{put, set, place, pose, position, lay}(nselect:4) 	 	 {lay, put down, repose}(nselect:0)
{put, set, place, pose, position, lay}(nselect:4) 	 	 {stand, stand up, place upright}(nselect:0)
{put, set, place, pose, position, lay}(nselect:4) 	 	 {recline}(nselect:0)
{put, set, place, pose, position, lay}(nselect:4) 	 	 {plant, set}(nselect:0)
{put, set, place, pose, position, lay}(nselect:4) 	 	 {install, instal, put in, set up}(nselect:0)
{put, set, place, pose, position, lay}(nselect:4) 	 	 {situate, fix, posit, deposit}(nselect:0)
{put, set, place, pose, position, lay}(nselect:4) 	 	 {ladle}(nselect:0)
{put, set, place, pose, position, lay}(nselect:4) 	 	 {poise}(nselect:0)
{put, set, place, pose, position, lay}(nselect:4) 	 	 {lean}(nselect:0)
{put, set, place, pose, position, lay}(nselect:4) 	 	 {clap}(nselect:0)
{put, set, place, pose, position, lay}(nselect:4) 	 	 {rest}(nselect:0)
{put, set, place, pose, position, lay}(nselect:4) 	 	 {perch}(nselect:0)
{put, set, place, pose, position, lay}(nselect:4) 	 	 {load}(nselect:0)
{put, set, place, pose, position, lay}(nselect:4) 	 	 {cram}(nselect:0)
{put, set, place, pose, position, lay}(nselect:4) 	 	 {set}(nselect:0)
{put, set, place, pose, position, lay}(nselect:4) 	 	 {siphon}(nselect:0)
{put, set, place, pose, position, lay}(nselect:4) 	 	 {seat}(nselect:0)
{put, set, place, pose, position, lay}(nselect:4) 	 	 {glycerolize, glycerolise}(nselect:0)
{put, set, place, pose, position, lay}(nselect:4) 	 	 {space}(nselect:0)
{put, set, place, pose, position, lay}(nselect:4) 	 	 {marshal}(nselect:0)
{put, set, place, pose, position, lay}(nselect:4) 	 	 {settle, settle down}(nselect:0)
{put, set, place, pose, position, lay}(nselect:4) 	 	 {throw}(nselect:0)
{put, set, place, pose, position, lay}(nselect:4) 	 	 {imbricate}(nselect:0)
{move, displace}(nselect:0) 	 	 {propel, impel}(nselect:0)
{propel, impel}(nselect:0) 	 	 {flip}(nselect:0)
{propel, impel}(nselect:0) 	 	 {rocket}(nselect:0)
{propel, impel}(nselect:0) 	 	 {carry}(nselect:0)
{propel, impel}(nselect:0) 	 	 {kick}(nselect:0)
{propel, impel}(nselect:0) 	 	 {punt, pole}(nselect:0)
{propel, impel}(nselect:0) 	 	 {hit}(nselect:0)
{propel, impel}(nselect:0) 	 	 {throw}(nselect:0)
{propel, impel}(nselect:0) 	 	 {drive}(nselect:0)
{propel, impel}(nselect:0) 	 	 {catapult}(nselect:0)
{propel, impel}(nselect:0) 	 	 {project, send off}(nselect:0)
{propel, impel}(nselect:0) 	 	 {loft}(nselect:0)
{propel, impel}(nselect:0) 	 	 {launch}(nselect:3)
{launch}(nselect:3) 	 	 {float}(nselect:0)
{launch}(nselect:3) 	 	 {blast off}(nselect:0)
{move, displace}(nselect:0) 	 	 {separate, disunite, divide, part}(nselect:0)
{separate, disunite, divide, part}(nselect:0) 	 	 {compartmentalize, compartmentalise, cut up}(nselect:0)
{separate, disunite, divide, part}(nselect:0) 	 	 {polarize, polarise}(nselect:0)
{separate, disunite, divide, part}(nselect:0) 	 	 {disjoin, disjoint}(nselect:0)
{separate, disunite, divide, part}(nselect:0) 	 	 {disjoint, disarticulate}(nselect:1)
{separate, disunite, divide, part}(nselect:0) 	 	 {disconnect}(nselect:0)
{separate, disunite, divide, part}(nselect:0) 	 	 {cut}(nselect:0)
{cut}(nselect:0) 	 	 {manicure}(nselect:0)
{cut}(nselect:0) 	 	 {scissor}(nselect:0)
{cut}(nselect:0) 	 	 {plane, shave}(nselect:0)
{cut}(nselect:0) 	 	 {slice, slice up}(nselect:0)
{cut}(nselect:0) 	 	 {pink}(nselect:0)
{cut}(nselect:0) 	 	 {jag}(nselect:0)
{cut}(nselect:0) 	 	 {carve, cut up}(nselect:0)
{cut}(nselect:0) 	 	 {carve}(nselect:0)
{cut}(nselect:0) 	 	 {carve, chip at}(nselect:0)
{cut}(nselect:0) 	 	 {cube, dice}(nselect:0)
{cut}(nselect:0) 	 	 {julienne}(nselect:0)
{cut}(nselect:0) 	 	 {chop, hack}(nselect:0)
{cut}(nselect:0) 	 	 {undercut}(nselect:0)
{cut}(nselect:0) 	 	 {hack}(nselect:0)
{cut}(nselect:0) 	 	 {chop, chop up}(nselect:0)
{cut}(nselect:0) 	 	 {nick, chip}(nselect:0)
{cut}(nselect:0) 	 	 {nick, snick}(nselect:0)
{cut}(nselect:0) 	 	 {chip, knap, cut off, break off}(nselect:0)
{cut}(nselect:0) 	 	 {pare, trim}(nselect:0)
{cut}(nselect:0) 	 	 {circumcise}(nselect:0)
{cut}(nselect:0) 	 	 {furrow, chamfer, chase}(nselect:0)
{cut}(nselect:0) 	 	 {indent}(nselect:0)
{cut}(nselect:0) 	 	 {mortise, mortice}(nselect:0)
{cut}(nselect:0) 	 	 {mow, cut down}(nselect:0)
{cut}(nselect:0) 	 	 {shear}(nselect:0)
{cut}(nselect:0) 	 	 {slash, gash}(nselect:0)
{cut}(nselect:0) 	 	 {slash, cut down}(nselect:0)
{cut}(nselect:0) 	 	 {tap}(nselect:0)
{cut}(nselect:0) 	 	 {hob}(nselect:0)
{cut}(nselect:0) 	 	 {bore, drill}(nselect:0)
{cut}(nselect:0) 	 	 {nip, nip off, clip, snip, snip off}(nselect:0)
{cut}(nselect:0) 	 	 {dissect}(nselect:0)
{cut}(nselect:0) 	 	 {bisect}(nselect:0)
{cut}(nselect:0) 	 	 {transect}(nselect:0)
{cut}(nselect:0) 	 	 {trisect}(nselect:0)
{cut}(nselect:0) 	 	 {whittle, pare}(nselect:0)
{cut}(nselect:0) 	 	 {chatter}(nselect:0)
{cut}(nselect:0) 	 	 {cut away}(nselect:0)
{cut}(nselect:0) 	 	 {tomahawk}(nselect:0)
{cut}(nselect:0) 	 	 {sabre, saber}(nselect:0)
{cut}(nselect:0) 	 	 {rebate}(nselect:0)
{cut}(nselect:0) 	 	 {cradle}(nselect:0)
{cut}(nselect:0) 	 	 {incise}(nselect:0)
{cut}(nselect:0) 	 	 {trench}(nselect:0)
{cut}(nselect:0) 	 	 {dock, tail, bob}(nselect:0)
{cut}(nselect:0) 	 	 {slit, slice}(nselect:0)
{cut}(nselect:0) 	 	 {saw}(nselect:0)
{cut}(nselect:0) 	 	 {discerp, sever, lop}(nselect:0)
{cut}(nselect:0) 	 	 {chase}(nselect:0)
{cut}(nselect:0) 	 	 {bevel, chamfer}(nselect:0)
{cut}(nselect:0) 	 	 {crosscut, cut across}(nselect:0)
{cut}(nselect:0) 	 	 {rip}(nselect:0)
{cut}(nselect:0) 	 	 {fell, drop, strike down, cut down}(nselect:2)
{fell, drop, strike down, cut down}(nselect:2) 	 	 {chop down}(nselect:0)
{fell, drop, strike down, cut down}(nselect:2) 	 	 {poleax, poleaxe}(nselect:0)
{fell, drop, strike down, cut down}(nselect:2) 	 	 {log, lumber}(nselect:0)
{fell, drop, strike down, cut down}(nselect:2) 	 	 {cut}(nselect:0)
{separate, disunite, divide, part}(nselect:0) 	 	 {tear}(nselect:0)
{separate, disunite, divide, part}(nselect:0) 	 	 {joint}(nselect:0)
{separate, disunite, divide, part}(nselect:0) 	 	 {gin}(nselect:0)
{separate, disunite, divide, part}(nselect:0) 	 	 {break}(nselect:0)
{separate, disunite, divide, part}(nselect:0) 	 	 {sever, break up}(nselect:0)
{separate, disunite, divide, part}(nselect:0) 	 	 {tear, rupture, snap, bust}(nselect:0)
{separate, disunite, divide, part}(nselect:0) 	 	 {sequester, sequestrate, keep apart, set apart, isolate}(nselect:1)
{move, displace}(nselect:0) 	 	 {send, direct}(nselect:9)
{send, direct}(nselect:9) 	 	 {refer}(nselect:0)
{refer}(nselect:0) 	 	 {recommit}(nselect:0)
{refer}(nselect:0) 	 	 {submit, subject}(nselect:1)
{submit, subject}(nselect:1) 	 	 {give}(nselect:0)
{submit, subject}(nselect:1) 	 	 {return}(nselect:0)
{submit, subject}(nselect:1) 	 	 {relegate, pass on, submit}(nselect:0)
{send, direct}(nselect:9) 	 	 {project, cast, contrive, throw}(nselect:0)
{send, direct}(nselect:9) 	 	 {turn}(nselect:0)
{send, direct}(nselect:9) 	 	 {turn}(nselect:0)
{send, direct}(nselect:9) 	 	 {divert}(nselect:0)
{send, direct}(nselect:9) 	 	 {route}(nselect:0)
{send, direct}(nselect:9) 	 	 {redirect, airt}(nselect:0)
{send, direct}(nselect:9) 	 	 {blow}(nselect:0)
{move, displace}(nselect:0) 	 	 {transfer}(nselect:0)
{transfer}(nselect:0) 	 	 {convey, transmit, communicate}(nselect:0)
{convey, transmit, communicate}(nselect:0) 	 	 {communicate, pass on, pass, pass along, put across}(nselect:1)
{communicate, pass on, pass, pass along, put across}(nselect:1) 	 	 {request, bespeak, call for, quest}(nselect:0)
{request, bespeak, call for, quest}(nselect:0) 	 	 {order}(nselect:1)
{order}(nselect:1) 	 	 {reorder}(nselect:0)
{order}(nselect:1) 	 	 {place}(nselect:0)
{order}(nselect:1) 	 	 {call}(nselect:0)
{order}(nselect:1) 	 	 {wish}(nselect:0)
{order}(nselect:1) 	 	 {commission}(nselect:0)
{request, bespeak, call for, quest}(nselect:0) 	 	 {encore}(nselect:0)
{request, bespeak, call for, quest}(nselect:0) 	 	 {petition}(nselect:0)
{request, bespeak, call for, quest}(nselect:0) 	 	 {demand}(nselect:1)
{demand}(nselect:1) 	 	 {want}(nselect:0)
{demand}(nselect:1) 	 	 {ask, require, expect}(nselect:0)
{demand}(nselect:1) 	 	 {clamor, clamour}(nselect:0)
{demand}(nselect:1) 	 	 {dun}(nselect:0)
{demand}(nselect:1) 	 	 {ask}(nselect:0)
{request, bespeak, call for, quest}(nselect:0) 	 	 {appeal, invoke}(nselect:0)
{request, bespeak, call for, quest}(nselect:0) 	 	 {supplicate}(nselect:0)
{request, bespeak, call for, quest}(nselect:0) 	 	 {apply}(nselect:0)
{request, bespeak, call for, quest}(nselect:0) 	 	 {solicit, beg, tap}(nselect:0)
{request, bespeak, call for, quest}(nselect:0) 	 	 {reserve}(nselect:0)
{request, bespeak, call for, quest}(nselect:0) 	 	 {challenge}(nselect:0)
{request, bespeak, call for, quest}(nselect:0) 	 	 {excuse, beg off}(nselect:0)
{request, bespeak, call for, quest}(nselect:0) 	 	 {demand}(nselect:0)
{request, bespeak, call for, quest}(nselect:0) 	 	 {claim}(nselect:0)
{request, bespeak, call for, quest}(nselect:0) 	 	 {invite, call for}(nselect:0)
{request, bespeak, call for, quest}(nselect:0) 	 	 {invite, ask in}(nselect:0)
{request, bespeak, call for, quest}(nselect:0) 	 	 {desire}(nselect:0)
{request, bespeak, call for, quest}(nselect:0) 	 	 {beg}(nselect:0)
{request, bespeak, call for, quest}(nselect:0) 	 	 {claim, lay claim, arrogate}(nselect:0)
{request, bespeak, call for, quest}(nselect:0) 	 	 {invite, ask over, ask round}(nselect:0)
{request, bespeak, call for, quest}(nselect:0) 	 	 {call}(nselect:0)
{request, bespeak, call for, quest}(nselect:0) 	 	 {ask out, invite out, take out}(nselect:0)
{request, bespeak, call for, quest}(nselect:0) 	 	 {reserve, hold, book}(nselect:0)
{request, bespeak, call for, quest}(nselect:0) 	 	 {ask}(nselect:13)
{ask}(nselect:13) 	 	 {request}(nselect:0)
{request}(nselect:0) 	 	 {order, tell, enjoin, say}(nselect:0)
{order, tell, enjoin, say}(nselect:0) 	 	 {direct}(nselect:0)
{order, tell, enjoin, say}(nselect:0) 	 	 {instruct}(nselect:0)
{order, tell, enjoin, say}(nselect:0) 	 	 {command, require}(nselect:0)
{command, require}(nselect:0) 	 	 {charge, saddle, burden}(nselect:0)
{command, require}(nselect:0) 	 	 {requisition}(nselect:0)
{command, require}(nselect:0) 	 	 {forbid, prohibit, interdict, proscribe, veto, disallow, nix}(nselect:1)
{forbid, prohibit, interdict, proscribe, veto, disallow, nix}(nselect:1) 	 	 {ban}(nselect:0)
{forbid, prohibit, interdict, proscribe, veto, disallow, nix}(nselect:1) 	 	 {bar, debar, exclude}(nselect:0)
{forbid, prohibit, interdict, proscribe, veto, disallow, nix}(nselect:1) 	 	 {enjoin}(nselect:0)
{forbid, prohibit, interdict, proscribe, veto, disallow, nix}(nselect:1) 	 	 {outlaw, criminalize, criminalise, illegalize, illegalise}(nselect:0)
{order, tell, enjoin, say}(nselect:0) 	 	 {warn}(nselect:0)
{order, tell, enjoin, say}(nselect:0) 	 	 {call, send for}(nselect:3)
{call, send for}(nselect:3) 	 	 {summon, summons, cite}(nselect:1)
{summon, summons, cite}(nselect:1) 	 	 {vouch}(nselect:0)
{summon, summons, cite}(nselect:1) 	 	 {demand}(nselect:0)
{call, send for}(nselect:3) 	 	 {beep}(nselect:0)
{call, send for}(nselect:3) 	 	 {recall, call back}(nselect:0)
{call, send for}(nselect:3) 	 	 {call in}(nselect:0)
{call, send for}(nselect:3) 	 	 {lift}(nselect:0)
{call, send for}(nselect:3) 	 	 {muster}(nselect:0)
{call, send for}(nselect:3) 	 	 {hail}(nselect:0)
{call, send for}(nselect:3) 	 	 {summon}(nselect:0)
{call, send for}(nselect:3) 	 	 {call up, mobilize, mobilise, rally}(nselect:0)
{ask}(nselect:13) 	 	 {solicit}(nselect:0)
{communicate, pass on, pass, pass along, put across}(nselect:1) 	 	 {plant, implant}(nselect:0)
{communicate, pass on, pass, pass along, put across}(nselect:1) 	 	 {send a message}(nselect:0)
{communicate, pass on, pass, pass along, put across}(nselect:1) 	 	 {relay}(nselect:0)
{communicate, pass on, pass, pass along, put across}(nselect:1) 	 	 {get across, put over}(nselect:0)
{communicate, pass on, pass, pass along, put across}(nselect:1) 	 	 {acknowledge, receipt}(nselect:0)
{communicate, pass on, pass, pass along, put across}(nselect:1) 	 	 {carry}(nselect:0)
{communicate, pass on, pass, pass along, put across}(nselect:1) 	 	 {render, deliver, return}(nselect:0)
{communicate, pass on, pass, pass along, put across}(nselect:1) 	 	 {message}(nselect:0)
{communicate, pass on, pass, pass along, put across}(nselect:1) 	 	 {message}(nselect:0)
{transfer}(nselect:0) 	 	 {commit, institutionalize, institutionalise, send, charge}(nselect:0)
{commit, institutionalize, institutionalise, send, charge}(nselect:0) 	 	 {hospitalize, hospitalise}(nselect:3)
{transfer}(nselect:0) 	 	 {send, get off, send off}(nselect:0)
{transfer}(nselect:0) 	 	 {load}(nselect:0)
{transfer}(nselect:0) 	 	 {offset}(nselect:0)
{transfer}(nselect:0) 	 	 {import}(nselect:0)
{transfer}(nselect:0) 	 	 {export}(nselect:0)
{transfer}(nselect:0) 	 	 {offload}(nselect:0)
{transfer}(nselect:0) 	 	 {post, carry}(nselect:0)
{transfer}(nselect:0) 	 	 {FTP}(nselect:0)
{transfer}(nselect:0) 	 	 {spool}(nselect:0)
{transfer}(nselect:0) 	 	 {download}(nselect:0)
{transfer}(nselect:0) 	 	 {upload}(nselect:0)
{transfer}(nselect:0) 	 	 {translocate}(nselect:0)
{transfer}(nselect:0) 	 	 {mail, post, send}(nselect:3)
{mail, post, send}(nselect:3) 	 	 {express}(nselect:0)
{mail, post, send}(nselect:3) 	 	 {airmail}(nselect:0)
{mail, post, send}(nselect:3) 	 	 {register}(nselect:0)
{mail, post, send}(nselect:3) 	 	 {express-mail}(nselect:0)
{move, displace}(nselect:0) 	 	 {mobilize, mobilise, circulate}(nselect:0)
{move, displace}(nselect:0) 	 	 {relocate}(nselect:0)
{move, displace}(nselect:0) 	 	 {dislocate, luxate, splay, slip}(nselect:0)
{move, displace}(nselect:0) 	 	 {translate}(nselect:0)
{move, displace}(nselect:0) 	 	 {station, post, send, place}(nselect:0)
{move, displace}(nselect:0) 	 	 {agitate, vex, disturb, commove, shake up, stir up, raise up}(nselect:0)
{move, displace}(nselect:0) 	 	 {transmit, transfer, transport, channel, channelize, channelise}(nselect:0)
{transmit, transfer, transport, channel, channelize, channelise}(nselect:0) 	 	 {bring, get, convey, fetch}(nselect:0)
{transmit, transfer, transport, channel, channelize, channelise}(nselect:0) 	 	 {project}(nselect:0)
{transmit, transfer, transport, channel, channelize, channelise}(nselect:0) 	 	 {propagate}(nselect:0)
{transmit, transfer, transport, channel, channelize, channelise}(nselect:0) 	 	 {translate}(nselect:0)
{transmit, transfer, transport, channel, channelize, channelise}(nselect:0) 	 	 {turn, release}(nselect:0)
{transmit, transfer, transport, channel, channelize, channelise}(nselect:0) 	 	 {send, send out}(nselect:7)
{send, send out}(nselect:7) 	 	 {send in}(nselect:0)
{send, send out}(nselect:7) 	 	 {mail out}(nselect:0)
{send, send out}(nselect:7) 	 	 {mail, get off}(nselect:0)
{move, displace}(nselect:0) 	 	 {funnel}(nselect:0)
{move, displace}(nselect:0) 	 	 {brandish, flourish, wave}(nselect:0)
{move, displace}(nselect:0) 	 	 {pull, draw, force}(nselect:0)
{move, displace}(nselect:0) 	 	 {transport, carry}(nselect:4)
{transport, carry}(nselect:4) 	 	 {bring, convey, take}(nselect:0)
{bring, convey, take}(nselect:0) 	 	 {fetch}(nselect:0)
{bring, convey, take}(nselect:0) 	 	 {transit}(nselect:0)
{bring, convey, take}(nselect:0) 	 	 {ferry}(nselect:0)
{bring, convey, take}(nselect:0) 	 	 {tube}(nselect:0)
{bring, convey, take}(nselect:0) 	 	 {whisk}(nselect:0)
{bring, convey, take}(nselect:0) 	 	 {impart, conduct, transmit, convey, carry, channel}(nselect:0)
{bring, convey, take}(nselect:0) 	 	 {land}(nselect:0)
{bring, convey, take}(nselect:0) 	 	 {return, take back, bring back}(nselect:1)
{transport, carry}(nselect:4) 	 	 {shoulder}(nselect:0)
{transport, carry}(nselect:4) 	 	 {port}(nselect:0)
{transport, carry}(nselect:4) 	 	 {bear}(nselect:0)
{transport, carry}(nselect:4) 	 	 {bucket}(nselect:0)
{transport, carry}(nselect:4) 	 	 {return}(nselect:0)
{transport, carry}(nselect:4) 	 	 {pipe in}(nselect:0)
{transport, carry}(nselect:4) 	 	 {port}(nselect:0)
{transport, carry}(nselect:4) 	 	 {porter}(nselect:0)
{transport, carry}(nselect:4) 	 	 {pack}(nselect:0)
{transport, carry}(nselect:4) 	 	 {cart}(nselect:0)
{transport, carry}(nselect:4) 	 	 {fly}(nselect:0)
{transport, carry}(nselect:4) 	 	 {haul}(nselect:0)
{transport, carry}(nselect:4) 	 	 {lug, tote, tug}(nselect:0)
{transport, carry}(nselect:4) 	 	 {chariot}(nselect:0)
{move, displace}(nselect:0) 	 	 {tug}(nselect:0)
{move, displace}(nselect:0) 	 	 {disarrange}(nselect:0)
{move, displace}(nselect:0) 	 	 {engage, mesh, lock, operate}(nselect:0)
{engage, mesh, lock, operate}(nselect:0) 	 	 {throw, flip, switch}(nselect:0)
{throw, flip, switch}(nselect:0) 	 	 {switch on, turn on}(nselect:1)
{throw, flip, switch}(nselect:0) 	 	 {switch off, cut, turn off, turn out}(nselect:4)
{switch off, cut, turn off, turn out}(nselect:4) 	 	 {kill}(nselect:0)
{move, displace}(nselect:0) 	 	 {launch, set in motion}(nselect:2)
{launch, set in motion}(nselect:2) 	 	 {launch}(nselect:0)
{move, displace}(nselect:0) 	 	 {wind, wrap, roll, twine}(nselect:0)
{move, displace}(nselect:0) 	 	 {unwind, wind off, unroll}(nselect:0)
{move, displace}(nselect:0) 	 	 {wedge, squeeze, force}(nselect:0)
{move, displace}(nselect:0) 	 	 {work}(nselect:0)
{move, displace}(nselect:0) 	 	 {spill, shed, disgorge}(nselect:0)
{move, displace}(nselect:0) 	 	 {spill, slop, splatter}(nselect:0)
{move, displace}(nselect:0) 	 	 {unseat}(nselect:0)
{move, displace}(nselect:0) 	 	 {uproot, extirpate, deracinate, root out}(nselect:0)
{move, displace}(nselect:0) 	 	 {press down, depress}(nselect:0)
{move, displace}(nselect:0) 	 	 {lift}(nselect:0)
{move, displace}(nselect:0) 	 	 {flick, ruffle, riffle}(nselect:0)
{move, displace}(nselect:0) 	 	 {work}(nselect:0)
{move, displace}(nselect:0) 	 	 {take back}(nselect:0)
{move, displace}(nselect:0) 	 	 {center, centre}(nselect:0)
{move, displace}(nselect:0) 	 	 {pump}(nselect:0)
{move, displace}(nselect:0) 	 	 {scan}(nselect:0)
{move, displace}(nselect:0) 	 	 {jar, shake up, bump around}(nselect:0)
{move, displace}(nselect:0) 	 	 {dandle}(nselect:0)
{move, displace}(nselect:0) 	 	 {roll, revolve}(nselect:0)
{move, displace}(nselect:0) 	 	 {push, force}(nselect:0)
{move, displace}(nselect:0) 	 	 {rock, sway}(nselect:0)
{move, displace}(nselect:0) 	 	 {fluctuate}(nselect:0)
{move, displace}(nselect:0) 	 	 {pulse}(nselect:0)
{move, displace}(nselect:0) 	 	 {shift, dislodge, reposition}(nselect:0)
{move, displace}(nselect:0) 	 	 {glide}(nselect:0)
{move, displace}(nselect:0) 	 	 {stir}(nselect:0)
{move, displace}(nselect:0) 	 	 {play}(nselect:0)
{move, displace}(nselect:0) 	 	 {overturn, tip over, turn over, upset, knock over, bowl over, tump over}(nselect:0)
{move, displace}(nselect:0) 	 	 {transport, send, ship}(nselect:0)
{move, displace}(nselect:0) 	 	 {transport}(nselect:1)
{transport}(nselect:1) 	 	 {sluice}(nselect:0)
{transport}(nselect:1) 	 	 {float}(nselect:0)
{transport}(nselect:1) 	 	 {ferry}(nselect:0)
{transport}(nselect:1) 	 	 {wheelbarrow}(nselect:0)
{transport}(nselect:1) 	 	 {raft}(nselect:0)
{transport}(nselect:1) 	 	 {bus}(nselect:0)
{transport}(nselect:1) 	 	 {pipe}(nselect:0)
{transport}(nselect:1) 	 	 {freight}(nselect:0)
{transport}(nselect:1) 	 	 {truck}(nselect:0)
{transport}(nselect:1) 	 	 {rail}(nselect:0)
{transport}(nselect:1) 	 	 {sledge}(nselect:0)
{transport}(nselect:1) 	 	 {lighter}(nselect:0)
{transport}(nselect:1) 	 	 {pick up}(nselect:0)
{transport}(nselect:1) 	 	 {wheel, wheel around}(nselect:0)
{transport}(nselect:1) 	 	 {carry over}(nselect:0)
{transport}(nselect:1) 	 	 {advect}(nselect:0)
{transport}(nselect:1) 	 	 {teleport}(nselect:0)
{move, displace}(nselect:0) 	 	 {saltate}(nselect:0)
{move, displace}(nselect:0) 	 	 {lower, take down, let down, get down, bring down}(nselect:1)
{lower, take down, let down, get down, bring down}(nselect:1) 	 	 {reef}(nselect:0)
{lower, take down, let down, get down, bring down}(nselect:1) 	 	 {depress}(nselect:0)
{lower, take down, let down, get down, bring down}(nselect:1) 	 	 {dip}(nselect:0)
{lower, take down, let down, get down, bring down}(nselect:1) 	 	 {incline}(nselect:0)
{move, displace}(nselect:0) 	 	 {lift, raise}(nselect:0)
{move, displace}(nselect:0) 	 	 {raise, lift, elevate, get up, bring up}(nselect:0)
{move, displace}(nselect:0) 	 	 {drop}(nselect:0)
{move, displace}(nselect:0) 	 	 {sink}(nselect:0)
{move, displace}(nselect:0) 	 	 {advance, bring forward}(nselect:0)
{move, displace}(nselect:0) 	 	 {chase away, drive out, turn back, drive away, dispel, drive off, run off}(nselect:0)
{move, displace}(nselect:0) 	 	 {transfer, shift}(nselect:0)
{move, displace}(nselect:0) 	 	 {displace}(nselect:0)
{move, displace}(nselect:0) 	 	 {herd, crowd}(nselect:0)
{move, displace}(nselect:0) 	 	 {circulate}(nselect:0)
{move, displace}(nselect:0) 	 	 {circulate, pass around, pass on, distribute}(nselect:0)
{move, displace}(nselect:0) 	 	 {rout out, drive out, force out, rouse}(nselect:0)
{move, displace}(nselect:0) 	 	 {drive}(nselect:0)
{move, displace}(nselect:0) 	 	 {race, rush}(nselect:0)
{move, displace}(nselect:0) 	 	 {woosh, whoosh}(nselect:0)
{move, displace}(nselect:0) 	 	 {pour}(nselect:0)
{move, displace}(nselect:0) 	 	 {slip}(nselect:0)
{move, displace}(nselect:0) 	 	 {exteriorize, bring outside}(nselect:0)
{move, displace}(nselect:0) 	 	 {upstage}(nselect:0)
{move, displace}(nselect:0) 	 	 {swing}(nselect:0)
{move, displace}(nselect:0) 	 	 {turn, turn over}(nselect:0)
{move, displace}(nselect:0) 	 	 {turn}(nselect:0)
{move, displace}(nselect:0) 	 	 {turn}(nselect:0)
{move, displace}(nselect:0) 	 	 {slide}(nselect:0)
{move, displace}(nselect:0) 	 	 {run}(nselect:0)
{move, displace}(nselect:0) 	 	 {whistle}(nselect:0)
{move, displace}(nselect:0) 	 	 {beat, flap}(nselect:0)
{move, displace}(nselect:0) 	 	 {singsong}(nselect:0)
{move, displace}(nselect:0) 	 	 {hustle}(nselect:0)
{move, displace}(nselect:0) 	 	 {wash}(nselect:0)
{move, displace}(nselect:0) 	 	 {rake}(nselect:0)
{move, displace}(nselect:0) 	 	 {blow}(nselect:0)
{move, displace}(nselect:0) 	 	 {drag}(nselect:0)
{move, displace}(nselect:0) 	 	 {pull, draw}(nselect:0)
{move, displace}(nselect:0) 	 	 {lateralize}(nselect:0)
{move, displace}(nselect:0) 	 	 {translate}(nselect:0)
{move, displace}(nselect:0) 	 	 {hit, strike}(nselect:0)
{move, displace}(nselect:0) 	 	 {sling}(nselect:0)
{move, displace}(nselect:0) 	 	 {change hands, change owners}(nselect:0)
{move, displace}(nselect:0) 	 	 {expel, throw out, kick out}(nselect:0)
{expel, throw out, kick out}(nselect:0) 	 	 {eject, chuck out, exclude, turf out, boot out, turn out}(nselect:0)
{expel, throw out, kick out}(nselect:0) 	 	 {expatriate, deport, exile}(nselect:0)
{expel, throw out, kick out}(nselect:0) 	 	 {suspend, debar}(nselect:0)
{expel, throw out, kick out}(nselect:0) 	 	 {banish, relegate, bar}(nselect:0)
{expel, throw out, kick out}(nselect:0) 	 	 {banish, ban, ostracize, ostracise, shun, cast out, blackball}(nselect:0)
{expel, throw out, kick out}(nselect:0) 	 	 {banish, ban}(nselect:0)
{expel, throw out, kick out}(nselect:0) 	 	 {extradite, deliver, deport}(nselect:1)
{extradite, deliver, deport}(nselect:1) 	 	 {repatriate}(nselect:0)
Verbo(nselect:0) 	 	 {desire, want}(nselect:4)
{desire, want}(nselect:4) 	 	 {crave, hunger, thirst, starve, lust}(nselect:0)
{desire, want}(nselect:4) 	 	 {fancy, go for, take to}(nselect:0)
{desire, want}(nselect:4) 	 	 {miss}(nselect:0)
{miss}(nselect:0) 	 	 {regret}(nselect:1)
{desire, want}(nselect:4) 	 	 {hope}(nselect:0)
{desire, want}(nselect:4) 	 	 {wish}(nselect:0)
{wish}(nselect:0) 	 	 {hope, trust, desire}(nselect:1)
{desire, want}(nselect:4) 	 	 {wish, wish well}(nselect:0)
{desire, want}(nselect:4) 	 	 {wish, care, like}(nselect:1)
{wish, care, like}(nselect:1) 	 	 {please}(nselect:0)
{desire, want}(nselect:4) 	 	 {itch, spoil}(nselect:0)
{desire, want}(nselect:4) 	 	 {like}(nselect:0)
{desire, want}(nselect:4) 	 	 {ambition}(nselect:0)
{desire, want}(nselect:4) 	 	 {feel like}(nselect:0)
{desire, want}(nselect:4) 	 	 {envy, begrudge}(nselect:0)
{desire, want}(nselect:4) 	 	 {lust after, lech after}(nselect:0)
{desire, want}(nselect:4) 	 	 {hanker, long, yearn}(nselect:0)
{desire, want}(nselect:4) 	 	 {seek}(nselect:1)
{seek}(nselect:1) 	 	 {bid}(nselect:0)
{seek}(nselect:1) 	 	 {quest}(nselect:0)
Verbo(nselect:0) 	 	 {create}(nselect:2)
{create}(nselect:2) 	 	 {reinvent}(nselect:0)
{create}(nselect:2) 	 	 {develop}(nselect:0)
