root(nselect:0) 	 	 Verbo(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {day}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {calendar month, month}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {mid-January}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {mid-February}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {mid-March}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {mid-April}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {mid-May}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {mid-June}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {mid-July}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {mid-August}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {mid-September}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {mid-October}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {mid-November}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {mid-December}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {time limit}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {term}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {trimester}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {hour}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {silly season}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {Golden Age}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {silver age}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {bronze age}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {iron age}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {great year, Platonic year}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {regulation time}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {overtime, extra time}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {season, time of year}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {dog days, canicule, canicular days}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {midwinter}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {season}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {season}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {long time, age, years}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {long run, long haul}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {drought, drouth}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {era, epoch}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {generation}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {prehistory, prehistoric culture}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {reign}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {run}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {youth, early days}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {dawn}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {evening}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {time}(nselect:10)
{time period, period of time, period}(nselect:0) 	 	 {sleep, nap}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {lease, term of a contract}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {half life, half-life}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {tide, lunar time period}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {multistage}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {watch}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {peacetime}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {wartime}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {enlistment, hitch, term of enlistment, tour of duty, duty tour, tour}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {honeymoon}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {indiction}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {prohibition, prohibition era}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {incubation period}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {rainy day}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {novitiate, noviciate}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {flower, prime, peak, heyday, bloom, blossom, efflorescence, flush}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {running time}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {clotting time}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {air alert}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {question time}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {real time}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {real time}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {study hall}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {usance}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {window}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {phase, stage}(nselect:4)
{phase, stage}(nselect:4) 	 	 {diakinesis}(nselect:0)
{phase, stage}(nselect:4) 	 	 {diplotene}(nselect:0)
{phase, stage}(nselect:4) 	 	 {leptotene}(nselect:0)
{phase, stage}(nselect:4) 	 	 {pachytene}(nselect:0)
{phase, stage}(nselect:4) 	 	 {phase of cell division}(nselect:0)
{phase, stage}(nselect:4) 	 	 {zygotene}(nselect:0)
{phase, stage}(nselect:4) 	 	 {anal stage, anal phase}(nselect:0)
{phase, stage}(nselect:4) 	 	 {genital stage, genital phase}(nselect:0)
{phase, stage}(nselect:4) 	 	 {latency stage, latency phase, latency period}(nselect:0)
{phase, stage}(nselect:4) 	 	 {oral stage, oral phase}(nselect:0)
{phase, stage}(nselect:4) 	 	 {phallic stage, phallic phase}(nselect:0)
{phase, stage}(nselect:4) 	 	 {chapter}(nselect:0)
{phase, stage}(nselect:4) 	 	 {incubation}(nselect:0)
{phase, stage}(nselect:4) 	 	 {fertile period, fertile phase}(nselect:0)
{phase, stage}(nselect:4) 	 	 {menstrual phase}(nselect:0)
{phase, stage}(nselect:4) 	 	 {musth}(nselect:0)
{phase, stage}(nselect:4) 	 	 {secretory phase, luteal phase}(nselect:0)
{phase, stage}(nselect:4) 	 	 {generation}(nselect:0)
{phase, stage}(nselect:4) 	 	 {apogee, culmination}(nselect:0)
{phase, stage}(nselect:4) 	 	 {seedtime}(nselect:0)
{phase, stage}(nselect:4) 	 	 {safe period}(nselect:0)
{abstraction, abstract entity}(nselect:0) 	 	 {attribute}(nselect:0)
{attribute}(nselect:0) 	 	 {state}(nselect:0)
{state}(nselect:0) 	 	 {status, position}(nselect:0)
{status, position}(nselect:0) 	 	 {high status}(nselect:0)
{high status}(nselect:0) 	 	 {center stage, centre stage}(nselect:0)
{high status}(nselect:0) 	 	 {stardom}(nselect:0)
{high status}(nselect:0) 	 	 {seniority, senior status, higher status, higher rank}(nselect:0)
{high status}(nselect:0) 	 	 {precedence, precedency, priority}(nselect:0)
{high status}(nselect:0) 	 	 {eminence, distinction, preeminence, note}(nselect:0)
{high status}(nselect:0) 	 	 {championship, title}(nselect:17)
{championship, title}(nselect:17) 	 	 {triple crown}(nselect:0)
{championship, title}(nselect:17) 	 	 {triple crown}(nselect:0)
{status, position}(nselect:0) 	 	 {rank}(nselect:0)
{rank}(nselect:0) 	 	 {first, number one}(nselect:0)
{rank}(nselect:0) 	 	 {second}(nselect:0)
{rank}(nselect:0) 	 	 {third}(nselect:0)
{rank}(nselect:0) 	 	 {fourth}(nselect:0)
{rank}(nselect:0) 	 	 {sixth}(nselect:1)
{rank}(nselect:0) 	 	 {seventh}(nselect:0)
{rank}(nselect:0) 	 	 {eighth}(nselect:0)
{rank}(nselect:0) 	 	 {ninth}(nselect:0)
{rank}(nselect:0) 	 	 {tenth}(nselect:0)
{rank}(nselect:0) 	 	 {eleventh}(nselect:0)
{rank}(nselect:0) 	 	 {twelfth}(nselect:0)
{rank}(nselect:0) 	 	 {thirteenth}(nselect:0)
{rank}(nselect:0) 	 	 {fourteenth}(nselect:0)
{rank}(nselect:0) 	 	 {fifteenth}(nselect:0)
{rank}(nselect:0) 	 	 {sixteenth}(nselect:0)
{rank}(nselect:0) 	 	 {seventeenth}(nselect:0)
{rank}(nselect:0) 	 	 {eighteenth}(nselect:0)
{rank}(nselect:0) 	 	 {nineteenth}(nselect:0)
{rank}(nselect:0) 	 	 {twentieth}(nselect:0)
{rank}(nselect:0) 	 	 {thirtieth}(nselect:0)
{rank}(nselect:0) 	 	 {fortieth}(nselect:0)
{rank}(nselect:0) 	 	 {fiftieth}(nselect:0)
{rank}(nselect:0) 	 	 {sixtieth}(nselect:0)
{rank}(nselect:0) 	 	 {seventieth}(nselect:0)
{rank}(nselect:0) 	 	 {eightieth}(nselect:0)
{rank}(nselect:0) 	 	 {ninetieth}(nselect:0)
{rank}(nselect:0) 	 	 {hundredth}(nselect:0)
{rank}(nselect:0) 	 	 {thousandth}(nselect:0)
{rank}(nselect:0) 	 	 {millionth}(nselect:0)
{rank}(nselect:0) 	 	 {billionth}(nselect:0)
{rank}(nselect:0) 	 	 {last}(nselect:0)
{rank}(nselect:0) 	 	 {grade, level, tier}(nselect:0)
{rank}(nselect:0) 	 	 {gradation, step}(nselect:0)
{rank}(nselect:0) 	 	 {second class}(nselect:0)
{rank}(nselect:0) 	 	 {military rank, military rating, paygrade, rating}(nselect:0)
{rank}(nselect:0) 	 	 {archidiaconate}(nselect:0)
{rank}(nselect:0) 	 	 {baronetcy, barony}(nselect:0)
{rank}(nselect:0) 	 	 {dukedom}(nselect:0)
{rank}(nselect:0) 	 	 {earldom}(nselect:0)
{rank}(nselect:0) 	 	 {kingship}(nselect:0)
{rank}(nselect:0) 	 	 {princedom}(nselect:0)
{rank}(nselect:0) 	 	 {viscountcy, viscounty}(nselect:0)
{rank}(nselect:0) 	 	 {fifth}(nselect:5)
{state}(nselect:0) 	 	 {condition, status}(nselect:0)
{condition, status}(nselect:0) 	 	 {physical condition, physiological state, physiological condition}(nselect:0)
{physical condition, physiological state, physiological condition}(nselect:0) 	 	 {pathological state}(nselect:0)
{pathological state}(nselect:0) 	 	 {ill health, unhealthiness, health problem}(nselect:0)
{ill health, unhealthiness, health problem}(nselect:0) 	 	 {illness, unwellness, malady, sickness}(nselect:0)
{illness, unwellness, malady, sickness}(nselect:0) 	 	 {disease}(nselect:0)
{disease}(nselect:0) 	 	 {communicable disease}(nselect:0)
{communicable disease}(nselect:0) 	 	 {infectious disease}(nselect:0)
{infectious disease}(nselect:0) 	 	 {AIDS, acquired immune deficiency syndrome}(nselect:0)
{infectious disease}(nselect:0) 	 	 {brucellosis, undulant fever, Malta fever, Gibraltar fever, Rock fever, Mediterranean fever}(nselect:0)
{infectious disease}(nselect:0) 	 	 {cholera, Asiatic cholera, Indian cholera, epidemic cholera}(nselect:0)
{infectious disease}(nselect:0) 	 	 {dengue, dengue fever, dandy fever, breakbone fever}(nselect:0)
{infectious disease}(nselect:0) 	 	 {dysentery}(nselect:0)
{infectious disease}(nselect:0) 	 	 {epidemic disease}(nselect:0)
{infectious disease}(nselect:0) 	 	 {herpes}(nselect:0)
{infectious disease}(nselect:0) 	 	 {infectious mononucleosis, mononucleosis, mono, glandular fever, kissing disease}(nselect:0)
{infectious disease}(nselect:0) 	 	 {leprosy, Hansen's disease}(nselect:0)
{infectious disease}(nselect:0) 	 	 {listeriosis, listeria meningitis}(nselect:0)
{infectious disease}(nselect:0) 	 	 {meningitis}(nselect:0)
{infectious disease}(nselect:0) 	 	 {mumps, epidemic parotitis}(nselect:0)
{infectious disease}(nselect:0) 	 	 {paratyphoid, paratyphoid fever}(nselect:0)
{infectious disease}(nselect:0) 	 	 {poliomyelitis, polio, infantile paralysis, acute anterior poliomyelitis}(nselect:0)
{infectious disease}(nselect:0) 	 	 {ratbite fever}(nselect:0)
{infectious disease}(nselect:0) 	 	 {rickettsial disease, rickettsiosis}(nselect:0)
{infectious disease}(nselect:0) 	 	 {relapsing fever, recurrent fever}(nselect:0)
{infectious disease}(nselect:0) 	 	 {rheumatic fever}(nselect:0)
{infectious disease}(nselect:0) 	 	 {sweating sickness, miliary fever}(nselect:0)
{infectious disease}(nselect:0) 	 	 {tuberculosis, TB, T.B.}(nselect:0)
{infectious disease}(nselect:0) 	 	 {typhoid, typhoid fever, enteric fever}(nselect:0)
{infectious disease}(nselect:0) 	 	 {whooping cough, pertussis}(nselect:0)
{infectious disease}(nselect:0) 	 	 {yaws, frambesia, framboesia}(nselect:0)
{infectious disease}(nselect:0) 	 	 {yellow jack, yellow fever, black vomit}(nselect:0)
{infectious disease}(nselect:0) 	 	 {hepatitis}(nselect:4)
{hepatitis}(nselect:4) 	 	 {viral hepatitis}(nselect:0)
{hepatitis}(nselect:4) 	 	 {hepatitis delta, delta hepatitis}(nselect:0)
{disease}(nselect:0) 	 	 {liver disease}(nselect:0)
{liver disease}(nselect:0) 	 	 {cirrhosis, cirrhosis of the liver}(nselect:0)
{liver disease}(nselect:0) 	 	 {fatty liver}(nselect:0)
{liver disease}(nselect:0) 	 	 {liver cancer, cancer of the liver}(nselect:0)
{liver disease}(nselect:0) 	 	 {hepatitis}(nselect:4)
{hepatitis}(nselect:4) 	 	 {viral hepatitis}(nselect:0)
{hepatitis}(nselect:4) 	 	 {hepatitis delta, delta hepatitis}(nselect:0)
{attribute}(nselect:0) 	 	 {property}(nselect:0)
{property}(nselect:0) 	 	 {magnitude}(nselect:0)
{magnitude}(nselect:0) 	 	 {extent}(nselect:0)
{extent}(nselect:0) 	 	 {coverage}(nselect:0)
{extent}(nselect:0) 	 	 {frontage}(nselect:0)
{extent}(nselect:0) 	 	 {limit, bound, boundary}(nselect:0)
{extent}(nselect:0) 	 	 {scope, range, reach, orbit, compass, ambit}(nselect:0)
{extent}(nselect:0) 	 	 {length}(nselect:0)
{extent}(nselect:0) 	 	 {depth, deepness}(nselect:0)
{extent}(nselect:0) 	 	 {area, expanse, surface area}(nselect:7)
{area, expanse, surface area}(nselect:7) 	 	 {acreage, land area}(nselect:0)
{area, expanse, surface area}(nselect:7) 	 	 {footprint}(nselect:0)
{area, expanse, surface area}(nselect:7) 	 	 {erasure}(nselect:0)
{area, expanse, surface area}(nselect:7) 	 	 {space, blank space, place}(nselect:0)
{area, expanse, surface area}(nselect:7) 	 	 {space}(nselect:0)
{area, expanse, surface area}(nselect:7) 	 	 {balk, baulk}(nselect:0)
{area, expanse, surface area}(nselect:7) 	 	 {section, plane section}(nselect:0)
{attribute}(nselect:0) 	 	 {quality}(nselect:0)
{quality}(nselect:0) 	 	 {appearance, visual aspect}(nselect:0)
{appearance, visual aspect}(nselect:0) 	 	 {agerasia}(nselect:0)
{appearance, visual aspect}(nselect:0) 	 	 {look}(nselect:0)
{appearance, visual aspect}(nselect:0) 	 	 {view}(nselect:0)
{appearance, visual aspect}(nselect:0) 	 	 {color, colour}(nselect:0)
{appearance, visual aspect}(nselect:0) 	 	 {complexion}(nselect:0)
{appearance, visual aspect}(nselect:0) 	 	 {impression, effect}(nselect:0)
{appearance, visual aspect}(nselect:0) 	 	 {perspective, linear perspective}(nselect:0)
{appearance, visual aspect}(nselect:0) 	 	 {phase}(nselect:0)
{appearance, visual aspect}(nselect:0) 	 	 {vanishing point}(nselect:0)
{appearance, visual aspect}(nselect:0) 	 	 {superficies}(nselect:0)
{appearance, visual aspect}(nselect:0) 	 	 {format}(nselect:0)
{appearance, visual aspect}(nselect:0) 	 	 {form, shape, cast}(nselect:0)
{appearance, visual aspect}(nselect:0) 	 	 {persona, image}(nselect:0)
{appearance, visual aspect}(nselect:0) 	 	 {semblance, gloss, color, colour}(nselect:0)
{appearance, visual aspect}(nselect:0) 	 	 {countenance, visage}(nselect:0)
{countenance, visage}(nselect:0) 	 	 {poker face}(nselect:0)
{countenance, visage}(nselect:0) 	 	 {expression, look, aspect, facial expression, face}(nselect:1)
{expression, look, aspect, facial expression, face}(nselect:1) 	 	 {leer}(nselect:0)
{expression, look, aspect, facial expression, face}(nselect:1) 	 	 {sparkle, twinkle, spark, light}(nselect:0)
{appearance, visual aspect}(nselect:0) 	 	 {hairiness, pilosity}(nselect:0)
{appearance, visual aspect}(nselect:0) 	 	 {hairlessness}(nselect:0)
{appearance, visual aspect}(nselect:0) 	 	 {beauty}(nselect:0)
{appearance, visual aspect}(nselect:0) 	 	 {ugliness}(nselect:0)
{appearance, visual aspect}(nselect:0) 	 	 {disfigurement, disfiguration, deformity}(nselect:0)
{appearance, visual aspect}(nselect:0) 	 	 {homeliness, plainness}(nselect:0)
{appearance, visual aspect}(nselect:0) 	 	 {blemish, defect, mar}(nselect:0)
{appearance, visual aspect}(nselect:0) 	 	 {stain, discoloration, discolouration}(nselect:0)
{appearance, visual aspect}(nselect:0) 	 	 {plainness}(nselect:0)
{appearance, visual aspect}(nselect:0) 	 	 {ornateness, elaborateness}(nselect:0)
{appearance, visual aspect}(nselect:0) 	 	 {decorativeness}(nselect:0)
{appearance, visual aspect}(nselect:0) 	 	 {etiolation}(nselect:0)
{appearance, visual aspect}(nselect:0) 	 	 {sleekness}(nselect:0)
{appearance, visual aspect}(nselect:0) 	 	 {face}(nselect:2)
{abstraction, abstract entity}(nselect:0) 	 	 {communication}(nselect:0)
{communication}(nselect:0) 	 	 {auditory communication}(nselect:0)
{auditory communication}(nselect:0) 	 	 {utterance, vocalization}(nselect:0)
{utterance, vocalization}(nselect:0) 	 	 {cry, outcry, call, yell, shout, vociferation}(nselect:0)
{cry, outcry, call, yell, shout, vociferation}(nselect:0) 	 	 {bellow, bellowing, holla, holler, hollering, hollo, holloa, roar, roaring, yowl}(nselect:0)
{cry, outcry, call, yell, shout, vociferation}(nselect:0) 	 	 {blue murder}(nselect:0)
{cry, outcry, call, yell, shout, vociferation}(nselect:0) 	 	 {catcall}(nselect:0)
{cry, outcry, call, yell, shout, vociferation}(nselect:0) 	 	 {clamor, clamoring, clamour, clamouring, hue and cry}(nselect:0)
{cry, outcry, call, yell, shout, vociferation}(nselect:0) 	 	 {halloo}(nselect:0)
{cry, outcry, call, yell, shout, vociferation}(nselect:0) 	 	 {hoot}(nselect:0)
{cry, outcry, call, yell, shout, vociferation}(nselect:0) 	 	 {hosanna}(nselect:0)
{cry, outcry, call, yell, shout, vociferation}(nselect:0) 	 	 {noise}(nselect:0)
{cry, outcry, call, yell, shout, vociferation}(nselect:0) 	 	 {scream, screaming, shriek, shrieking, screech, screeching}(nselect:0)
{cry, outcry, call, yell, shout, vociferation}(nselect:0) 	 	 {whoop}(nselect:0)
{cry, outcry, call, yell, shout, vociferation}(nselect:0) 	 	 {war cry, war whoop, rallying cry, battle cry}(nselect:0)
{cry, outcry, call, yell, shout, vociferation}(nselect:0) 	 	 {yelling, shouting}(nselect:0)
{cry, outcry, call, yell, shout, vociferation}(nselect:0) 	 	 {yodel}(nselect:0)
{cry, outcry, call, yell, shout, vociferation}(nselect:0) 	 	 {boo, hoot, Bronx cheer, hiss, raspberry, razzing, razz, snort, bird}(nselect:9)
{communication}(nselect:0) 	 	 {signal, signaling, sign}(nselect:0)
{signal, signaling, sign}(nselect:0) 	 	 {symbol}(nselect:0)
{symbol}(nselect:0) 	 	 {award, accolade, honor, honour, laurels}(nselect:0)
{award, accolade, honor, honour, laurels}(nselect:0) 	 	 {trophy, prize}(nselect:0)
{trophy, prize}(nselect:0) 	 	 {apple of discord}(nselect:0)
{trophy, prize}(nselect:0) 	 	 {booby prize}(nselect:0)
{trophy, prize}(nselect:0) 	 	 {bronze medal}(nselect:5)
{trophy, prize}(nselect:0) 	 	 {cup, loving cup}(nselect:0)
{trophy, prize}(nselect:0) 	 	 {silver medal, silver}(nselect:0)
{trophy, prize}(nselect:0) 	 	 {gold medal}(nselect:14)
{award, accolade, honor, honour, laurels}(nselect:0) 	 	 {aliyah}(nselect:0)
{award, accolade, honor, honour, laurels}(nselect:0) 	 	 {academic degree, degree}(nselect:0)
{award, accolade, honor, honour, laurels}(nselect:0) 	 	 {pennant, crown}(nselect:0)
{award, accolade, honor, honour, laurels}(nselect:0) 	 	 {cachet, seal, seal of approval}(nselect:0)
{award, accolade, honor, honour, laurels}(nselect:0) 	 	 {citation, commendation}(nselect:0)
{award, accolade, honor, honour, laurels}(nselect:0) 	 	 {mention, honorable mention}(nselect:0)
{award, accolade, honor, honour, laurels}(nselect:0) 	 	 {letter, varsity letter}(nselect:0)
{award, accolade, honor, honour, laurels}(nselect:0) 	 	 {trophy}(nselect:0)
{award, accolade, honor, honour, laurels}(nselect:0) 	 	 {Emmy}(nselect:0)
{award, accolade, honor, honour, laurels}(nselect:0) 	 	 {Nobel prize}(nselect:0)
{award, accolade, honor, honour, laurels}(nselect:0) 	 	 {Academy Award, Oscar}(nselect:0)
{award, accolade, honor, honour, laurels}(nselect:0) 	 	 {Prix de Rome}(nselect:0)
{award, accolade, honor, honour, laurels}(nselect:0) 	 	 {Prix Goncourt}(nselect:0)
{award, accolade, honor, honour, laurels}(nselect:0) 	 	 {decoration, laurel wreath, medal, medallion, palm, ribbon}(nselect:29)
{decoration, laurel wreath, medal, medallion, palm, ribbon}(nselect:29) 	 	 {Medal of Honor, Congressional Medal of Honor}(nselect:0)
{decoration, laurel wreath, medal, medallion, palm, ribbon}(nselect:29) 	 	 {Distinguished Service Medal}(nselect:0)
{decoration, laurel wreath, medal, medallion, palm, ribbon}(nselect:29) 	 	 {Distinguished Service Cross}(nselect:0)
{decoration, laurel wreath, medal, medallion, palm, ribbon}(nselect:29) 	 	 {Navy Cross}(nselect:0)
{decoration, laurel wreath, medal, medallion, palm, ribbon}(nselect:29) 	 	 {Distinguished Flying Cross}(nselect:0)
{decoration, laurel wreath, medal, medallion, palm, ribbon}(nselect:29) 	 	 {Air Medal}(nselect:0)
{decoration, laurel wreath, medal, medallion, palm, ribbon}(nselect:29) 	 	 {Silver Star Medal, Silver Star}(nselect:0)
{decoration, laurel wreath, medal, medallion, palm, ribbon}(nselect:29) 	 	 {Bronze Star Medal, Bronze Star}(nselect:0)
{decoration, laurel wreath, medal, medallion, palm, ribbon}(nselect:29) 	 	 {Order of the Purple Heart, Purple Heart}(nselect:0)
{decoration, laurel wreath, medal, medallion, palm, ribbon}(nselect:29) 	 	 {Oak Leaf Cluster}(nselect:0)
{decoration, laurel wreath, medal, medallion, palm, ribbon}(nselect:29) 	 	 {Victoria Cross}(nselect:0)
{decoration, laurel wreath, medal, medallion, palm, ribbon}(nselect:29) 	 	 {Distinguished Conduct Medal}(nselect:0)
{decoration, laurel wreath, medal, medallion, palm, ribbon}(nselect:29) 	 	 {Distinguished Service Order}(nselect:0)
{decoration, laurel wreath, medal, medallion, palm, ribbon}(nselect:29) 	 	 {Croix de Guerre}(nselect:0)
{decoration, laurel wreath, medal, medallion, palm, ribbon}(nselect:29) 	 	 {Medaille Militaire}(nselect:0)
{communication}(nselect:0) 	 	 {indication, indicant}(nselect:0)
{indication, indicant}(nselect:0) 	 	 {mark, print}(nselect:0)
{mark, print}(nselect:0) 	 	 {line}(nselect:0)
{line}(nselect:0) 	 	 {balkline, baulk-line, string line}(nselect:0)
{line}(nselect:0) 	 	 {finishing line, finish line}(nselect:0)
{line}(nselect:0) 	 	 {foul line}(nselect:0)
{line}(nselect:0) 	 	 {foul line}(nselect:0)
{line}(nselect:0) 	 	 {foul line}(nselect:0)
{line}(nselect:0) 	 	 {baseline}(nselect:0)
{line}(nselect:0) 	 	 {red line}(nselect:0)
{line}(nselect:0) 	 	 {scrimmage line, line of scrimmage}(nselect:0)
{line}(nselect:0) 	 	 {service line, baseline}(nselect:0)
{line}(nselect:0) 	 	 {sideline, out of bounds}(nselect:0)
{line}(nselect:0) 	 	 {start, starting line, scratch, scratch line}(nselect:0)
{line}(nselect:0) 	 	 {yard line}(nselect:0)
{line}(nselect:0) 	 	 {goal line}(nselect:2)
{abstraction, abstract entity}(nselect:0) 	 	 {relation}(nselect:0)
{relation}(nselect:0) 	 	 {part, portion, component part, component, constituent}(nselect:0)
{part, portion, component part, component, constituent}(nselect:0) 	 	 {substance}(nselect:0)
{substance}(nselect:0) 	 	 {chemical element, element}(nselect:0)
{chemical element, element}(nselect:0) 	 	 {metallic element, metal}(nselect:0)
{metallic element, metal}(nselect:0) 	 	 {noble metal}(nselect:0)
{noble metal}(nselect:0) 	 	 {platinum, Pt, atomic number 78}(nselect:0)
{noble metal}(nselect:0) 	 	 {silver, Ag, atomic number 47}(nselect:0)
{noble metal}(nselect:0) 	 	 {gold, Au, atomic number 79}(nselect:13)
{gold, Au, atomic number 79}(nselect:13) 	 	 {24-karat gold, pure gold}(nselect:0)
{gold, Au, atomic number 79}(nselect:13) 	 	 {gold dust}(nselect:0)
{gold, Au, atomic number 79}(nselect:13) 	 	 {green gold}(nselect:0)
{gold, Au, atomic number 79}(nselect:13) 	 	 {guinea gold}(nselect:0)
{part, portion, component part, component, constituent}(nselect:0) 	 	 {item, point}(nselect:0)
{item, point}(nselect:0) 	 	 {agenda item}(nselect:0)
{item, point}(nselect:0) 	 	 {incidental}(nselect:0)
{item, point}(nselect:0) 	 	 {inventory item}(nselect:0)
{item, point}(nselect:0) 	 	 {line item}(nselect:0)
{item, point}(nselect:0) 	 	 {news item}(nselect:0)
{item, point}(nselect:0) 	 	 {place, position}(nselect:4)
{place, position}(nselect:4) 	 	 {postposition}(nselect:0)
{place, position}(nselect:4) 	 	 {preposition}(nselect:0)
{entity}(nselect:0) 	 	 {physical entity}(nselect:0)
{physical entity}(nselect:0) 	 	 {object, physical object}(nselect:0)
{object, physical object}(nselect:0) 	 	 {whole, unit}(nselect:0)
{whole, unit}(nselect:0) 	 	 {living thing, animate thing}(nselect:0)
{living thing, animate thing}(nselect:0) 	 	 {organism, being}(nselect:0)
{organism, being}(nselect:0) 	 	 {person, individual, someone, somebody, mortal, soul}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {advocate, advocator, proponent, exponent}(nselect:0)
{advocate, advocator, proponent, exponent}(nselect:0) 	 	 {supporter, protagonist, champion, admirer, booster, friend}(nselect:0)
{supporter, protagonist, champion, admirer, booster, friend}(nselect:0) 	 	 {enthusiast, partisan, partizan}(nselect:0)
{enthusiast, partisan, partizan}(nselect:0) 	 	 {addict, nut, freak, junkie, junky}(nselect:0)
{enthusiast, partisan, partizan}(nselect:0) 	 	 {backslapper}(nselect:0)
{enthusiast, partisan, partizan}(nselect:0) 	 	 {balletomane}(nselect:0)
{enthusiast, partisan, partizan}(nselect:0) 	 	 {fanatic, fiend}(nselect:0)
{enthusiast, partisan, partizan}(nselect:0) 	 	 {gadgeteer}(nselect:0)
{enthusiast, partisan, partizan}(nselect:0) 	 	 {shutterbug}(nselect:0)
{enthusiast, partisan, partizan}(nselect:0) 	 	 {sports fan, fan, rooter}(nselect:15)
{sports fan, fan, rooter}(nselect:15) 	 	 {aficionado}(nselect:0)
{sports fan, fan, rooter}(nselect:15) 	 	 {railbird}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {contestant}(nselect:0)
{contestant}(nselect:0) 	 	 {agonist}(nselect:0)
{contestant}(nselect:0) 	 	 {athlete, jock}(nselect:6)
{athlete, jock}(nselect:6) 	 	 {soccer player}(nselect:0)
{soccer player}(nselect:0) 	 	 {goalkeeper, goalie, goaltender, netkeeper, netminder}(nselect:7)
{athlete, jock}(nselect:6) 	 	 {hockey player, ice-hockey player}(nselect:0)
{hockey player, ice-hockey player}(nselect:0) 	 	 {center}(nselect:0)
{hockey player, ice-hockey player}(nselect:0) 	 	 {wing}(nselect:0)
{athlete, jock}(nselect:6) 	 	 {acrobat}(nselect:0)
